City,Country,Month,Day,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed,HasRained,Is_Stagnant,Dispersion_Index
London,UK,9,20,18.87,67.55,29.58,48.67,4.96,80.61,21.13,75.0,4.83,66.91871794871795,Moderate,18.45,10.68,false,false,2.76
Dubai,UAE,9,25,22.27,20.48,92.96,8.74,3.51,46.73,18.99,36.0,14.83,92.5008695652174,Moderate,15.79,11.81,false,false,10.9
Sydney,Australia,12,2,21.63,131.64,91.93,25.92,7.8,39.01,-2.21,72.86,4.64,91.40369565217392,Moderate,12.67,10.42,false,false,2.68
Bangkok,Thailand,12,2,147.95,46.83,30.12,49.26,3.46,111.03,-3.78,53.9,15.74,198.7349841938883,Unhealthy,14.64,11.4,false,false,10.23
Istanbul,Turkey,6,12,58.33,103.74,27.16,45.17,8.61,100.1,34.87,94.52,9.38,152.46122233930453,Unhealthy,19.22,9.91,false,false,4.82
Dubai,UAE,8,14,113.57,182.44,98.62,6.65,7.32,59.75,4.67,79.9,9.85,180.98345626975765,Unhealthy,19.57,10.55,false,false,5.48
Rio de Janeiro,Brazil,5,18,143.17,67.59,34.91,17.05,1.49,158.04,-3.04,98.52,15.61,196.2669125395153,Unhealthy,16.47,8.77,true,false,7.86
Rio de Janeiro,Brazil,8,2,138.6,95.56,26.64,32.72,4.96,48.36,-1.8,43.02,1.98,193.9072708113804,Unhealthy,16.77,9.36,false,false,1.38
Johannesburg,South Africa,8,13,95.78,120.41,13.53,2.44,4.76,158.63,8.73,99.86,7.65,171.79789251844048,Unhealthy,14.39,10.06,false,false,3.83
Beijing,China,7,21,105.15,30.89,27.79,9.66,7.34,123.33,-0.0,26.84,7.27,176.6359325605901,Unhealthy,13.81,10.01,false,false,5.73
Sydney,Australia,12,17,99.12,100.43,22.45,6.89,2.18,87.89,20.95,98.42,6.51,173.52244467860908,Unhealthy,12.67,10.42,false,false,3.28
London,UK,3,16,32.26,174.93,32.57,45.86,6.43,68.5,39.37,47.69,12.27,110.86434343434344,Poor,14.73,9.93,false,false,8.31
Los Angeles,USA,11,20,51.0,65.02,37.8,18.2,0.64,186.14,25.39,36.57,1.16,139.16582914572865,Poor,14.93,9.6,false,false,0.85
Sydney,Australia,6,17,107.15,21.99,69.3,31.19,6.65,112.04,5.17,33.45,16.69,177.6685985247629,Unhealthy,19.58,9.76,false,false,12.51
Tokyo,Japan,7,24,111.68,148.39,96.6,44.06,1.4,50.25,-7.35,21.01,14.07,180.00758693361433,Unhealthy,13.33,10.58,false,false,11.63
Moscow,Russia,6,21,71.61,135.7,61.54,48.2,2.55,125.14,35.8,75.39,5.23,159.31812434141202,Unhealthy,17.67,9.34,false,false,2.98
Mexico City,Mexico,2,23,64.72,89.08,94.8,36.67,3.36,45.65,0.71,85.33,15.07,155.76059009483666,Unhealthy,17.56,9.83,false,false,8.13
Mexico City,Mexico,12,18,62.81,94.94,11.02,21.97,6.15,29.37,5.14,57.21,0.9,154.77439409905165,Unhealthy,16.69,9.14,false,false,0.57
Moscow,Russia,10,19,103.86,189.45,87.36,49.54,7.87,54.01,8.64,68.64,12.47,175.96986301369864,Unhealthy,14.92,9.81,false,false,7.39
Bangkok,Thailand,8,25,20.5,91.96,56.48,2.85,1.48,41.52,13.3,33.0,3.26,69.29333333333332,Moderate,17.27,11.24,false,false,2.45
Mumbai,India,11,25,17.6,75.31,92.86,28.39,6.18,94.76,39.72,18.08,6.42,92.39434782608696,Moderate,14.19,10.18,false,false,5.44
Berlin,Germany,4,7,56.21,162.96,68.29,3.65,8.76,59.23,25.26,24.62,1.66,151.36659641728136,Unhealthy,12.74,10.2,false,false,1.33
Sydney,Australia,9,27,78.04,81.83,46.6,45.89,6.73,164.0,16.66,28.56,10.95,162.63814541622762,Unhealthy,10.87,10.39,false,false,8.52
Johannesburg,South Africa,4,17,138.23,188.75,45.5,15.28,5.14,108.28,-6.11,35.35,12.9,193.7162276080084,Unhealthy,14.13,10.18,false,false,9.53
Seoul,South Korea,1,3,25.37,40.66,40.16,14.08,5.29,59.5,-0.64,17.92,14.71,78.9068669527897,Moderate,11.62,10.14,false,false,12.47
Berlin,Germany,2,11,50.44,22.91,19.01,43.73,9.82,20.52,24.69,33.8,13.54,137.78693467336683,Poor,15.8,8.89,false,false,10.12
Seoul,South Korea,12,2,67.23,14.08,57.71,21.87,1.13,179.3,4.28,73.72,16.9,157.05658587987355,Unhealthy,15.45,10.79,false,false,9.73
Sydney,Australia,7,28,33.1,102.66,8.91,41.34,4.99,70.87,8.0,21.32,3.63,95.16309012875536,Moderate,14.3,9.01,false,false,2.99
Mexico City,Mexico,3,26,21.8,118.08,41.26,24.77,7.5,91.4,9.68,81.32,3.91,82.22141414141414,Moderate,14.92,10.36,false,false,2.16
Sydney,Australia,1,19,119.75,158.85,73.36,5.31,6.59,182.6,22.62,51.79,15.94,184.17439409905165,Unhealthy,14.53,9.98,false,false,10.5
Seoul,South Korea,10,11,102.58,120.35,75.83,9.4,1.68,70.86,5.25,73.3,5.45,175.30895679662802,Unhealthy,16.89,10.33,false,false,3.14
Los Angeles,USA,9,23,106.45,167.0,47.23,40.55,9.71,127.06,24.05,88.91,14.01,177.30716543730242,Unhealthy,15.62,9.11,false,false,7.42
Moscow,Russia,7,20,97.87,127.17,94.58,33.15,4.9,94.21,18.03,34.05,4.32,172.87702845100105,Unhealthy,17.72,10.1,false,false,3.22
Seoul,South Korea,6,11,77.34,167.68,77.17,30.84,5.63,32.61,11.76,19.78,7.77,162.27671232876713,Unhealthy,18.07,9.89,false,false,6.49
Madrid,Spain,7,28,14.98,80.36,63.9,21.7,9.61,46.49,12.28,14.85,4.09,102.85862068965515,Poor,13.26,10.9,false,false,3.56
Dubai,UAE,5,18,64.28,154.05,75.32,28.71,4.96,159.82,29.76,47.92,17.26,155.53340358271865,Unhealthy,16.25,11.08,false,false,11.67
Paris,France,4,17,29.02,113.23,9.64,43.22,8.79,103.58,8.41,74.67,2.13,93.9,Moderate,17.71,9.55,false,false,1.22
Paris,France,10,17,126.39,188.12,70.48,17.84,9.75,150.32,1.24,72.93,2.71,187.60284510010536,Unhealthy,15.27,9.07,false,false,1.57
Mexico City,Mexico,8,5,134.06,22.55,58.18,28.75,8.91,61.33,16.31,43.74,3.22,191.5631190727081,Unhealthy,11.58,10.47,false,false,2.24
Beijing,China,12,16,58.77,193.29,7.16,18.05,9.11,181.85,6.05,88.84,6.59,152.68840885142257,Unhealthy,13.4,11.58,false,false,3.49
Cairo,Egypt,7,12,44.2,196.44,65.15,5.46,6.78,168.6,38.31,74.78,6.27,132.66532663316582,Poor,14.35,9.43,false,false,3.59
New York,USA,9,28,97.85,104.91,49.52,30.65,4.09,16.34,36.17,18.89,8.71,172.86670179135933,Unhealthy,14.04,10.18,false,false,7.33
London,UK,3,15,32.5,120.35,66.92,30.19,2.35,58.27,9.17,83.43,19.83,93.90128755364807,Moderate,14.73,9.93,false,false,10.81
Rio de Janeiro,Brazil,9,13,9.19,149.75,48.8,2.58,5.73,147.61,20.94,10.05,6.97,97.89646464646464,Moderate,18.36,10.61,false,false,6.33
Cairo,Egypt,9,13,18.96,117.93,20.62,16.69,2.48,175.8,38.6,53.6,10.9,82.14717171717172,Moderate,12.59,9.66,false,false,7.1
Madrid,Spain,9,26,34.86,174.02,35.9,21.55,8.48,150.28,4.65,94.97,10.23,110.4139393939394,Poor,20.11,9.33,true,false,5.25
Mumbai,India,7,18,59.78,118.64,27.66,1.68,8.25,130.26,4.61,22.35,17.07,153.20990516332984,Unhealthy,13.77,11.16,false,false,13.95
Mumbai,India,4,2,137.45,139.03,9.83,32.12,7.98,39.71,22.13,18.63,7.13,193.31348788198105,Unhealthy,12.34,11.76,false,false,6.01
Beijing,China,3,19,109.78,72.46,27.85,49.74,7.07,139.46,23.69,38.35,12.52,179.02655426765017,Unhealthy,14.74,10.63,false,false,9.05
Seoul,South Korea,2,17,28.18,197.72,49.18,23.61,2.71,82.08,13.33,17.1,11.44,122.14424242424242,Poor,14.47,10.28,false,false,9.77
Seoul,South Korea,8,8,133.79,22.29,38.98,17.58,8.77,188.07,7.61,16.7,2.49,191.4237091675448,Unhealthy,14.73,9.89,false,false,2.13
Moscow,Russia,12,26,132.65,90.85,96.31,39.33,2.99,150.38,-7.38,60.54,17.06,190.8350895679663,Unhealthy,14.47,10.3,false,false,10.63
Madrid,Spain,6,26,55.22,135.61,63.23,29.75,1.29,18.18,30.88,87.69,13.32,149.556783919598,Poor,17.11,8.79,false,false,7.1
Rio de Janeiro,Brazil,7,2,112.08,25.86,19.5,28.71,2.53,96.31,37.9,86.03,4.22,93.54377682403432,Moderate,19.26,10.85,false,false,2.27
Paris,France,5,5,63.83,172.59,56.33,11.24,2.26,23.46,3.51,38.24,1.16,155.30105374077976,Unhealthy,15.58,10.58,false,false,0.84
Sydney,Australia,12,21,44.22,104.34,46.21,14.72,2.77,163.22,36.26,18.34,14.58,122.4713567839196,Poor,12.67,10.42,false,false,12.32
Mumbai,India,2,12,24.74,118.36,74.05,10.81,0.7,188.08,19.58,67.09,8.58,82.36,Moderate,15.35,8.37,false,false,5.13
Los Angeles,USA,7,14,91.36,86.19,8.6,5.24,9.75,185.79,-9.6,80.93,10.8,169.51570073761854,Unhealthy,13.6,11.1,false,false,5.97
Moscow,Russia,9,25,121.88,178.08,64.42,11.73,0.89,142.32,-7.89,62.05,13.29,185.27418335089567,Unhealthy,13.62,10.21,false,false,8.2
Mexico City,Mexico,7,24,142.16,39.07,17.62,41.16,9.62,159.59,-1.57,25.73,16.75,195.745416227608,Unhealthy,19.55,12.09,false,false,13.32
Paris,France,4,5,117.72,17.67,11.46,17.26,1.15,184.73,29.23,25.24,0.92,183.12623814541624,Unhealthy,17.71,9.55,false,false,0.73
New York,USA,7,24,39.86,161.82,9.06,32.29,6.91,20.38,-7.53,72.87,15.04,111.7356783919598,Poor,12.59,10.39,false,false,8.7
Dubai,UAE,10,7,64.81,46.01,11.56,12.42,3.56,69.44,35.25,87.89,11.97,155.80706006322444,Unhealthy,12.55,9.61,false,false,6.37
Mumbai,India,6,10,77.87,147.55,89.94,48.73,3.73,148.15,32.84,27.76,16.7,181.28809272918863,Unhealthy,14.76,10.34,false,false,13.07
Tokyo,Japan,4,20,129.55,184.47,85.63,18.96,8.47,106.4,3.11,99.65,2.04,189.2344573234984,Unhealthy,18.08,10.18,false,false,1.02
Toronto,Canada,8,1,50.26,83.32,95.44,25.87,3.68,194.54,-1.52,72.95,7.44,137.34371859296482,Poor,13.52,8.97,false,false,4.3
Cairo,Egypt,3,10,134.42,25.39,34.99,13.78,3.53,57.99,16.12,19.22,5.24,191.7489989462592,Unhealthy,14.3,10.02,false,false,4.4
Berlin,Germany,4,13,76.54,66.49,91.41,17.36,8.7,195.81,0.35,87.23,13.46,161.863645943098,Unhealthy,12.74,10.2,false,false,7.19
Dubai,UAE,12,6,115.11,193.78,51.06,2.2,9.09,81.3,15.82,81.05,17.3,181.77860906217072,Unhealthy,15.24,10.32,false,false,9.56
Dubai,UAE,5,6,59.32,106.9,44.65,4.54,6.86,154.56,0.5,91.68,6.26,152.97239199157008,Unhealthy,16.25,11.08,false,false,3.27
Mexico City,Mexico,6,10,28.37,87.84,72.75,45.88,0.89,72.12,35.64,93.95,1.52,85.2158798283262,Moderate,13.43,9.45,false,true,0.78
Madrid,Spain,10,2,92.76,113.05,20.41,28.73,3.92,44.37,-9.67,34.16,3.62,170.2385669125395,Unhealthy,18.8,9.47,false,false,2.7
Rio de Janeiro,Brazil,1,18,136.26,179.46,90.66,2.91,8.01,119.83,31.65,97.2,18.17,192.6990516332982,Unhealthy,15.78,10.56,false,false,9.21
Johannesburg,South Africa,10,11,25.83,126.58,23.74,37.54,0.7,137.68,0.16,79.09,14.11,86.42848484848486,Moderate,12.9,9.66,false,false,7.88
New York,USA,5,18,62.7,184.21,28.35,33.44,0.32,44.15,27.59,29.4,1.37,154.71759747102212,Unhealthy,15.79,9.96,false,false,1.06
Mumbai,India,9,10,92.5,119.5,75.74,5.59,9.29,148.59,-1.85,74.31,2.31,170.10432033719707,Unhealthy,12.59,9.41,false,false,1.33
Rio de Janeiro,Brazil,9,23,139.36,103.33,92.92,22.79,5.69,18.84,32.55,98.3,7.39,194.29968387776609,Unhealthy,18.36,10.61,false,false,3.73
Mumbai,India,1,23,103.6,195.23,29.6,39.41,0.42,66.51,22.86,99.51,13.05,175.83561643835617,Unhealthy,14.78,10.02,false,false,6.54
London,UK,6,24,40.51,163.2,15.05,41.03,4.21,61.99,-6.46,96.65,12.5,113.3361809045226,Poor,18.4,10.5,true,false,6.36
Dubai,UAE,6,17,80.09,98.01,25.86,6.46,4.24,84.81,32.02,97.54,16.79,163.69662802950475,Unhealthy,13.71,11.52,false,false,8.5
Moscow,Russia,3,4,51.69,106.89,89.04,23.04,1.24,116.55,21.02,62.98,2.09,140.864824120603,Poor,17.92,8.65,false,false,1.28
Moscow,Russia,11,19,123.46,49.77,84.0,32.36,1.94,95.78,4.75,88.64,18.11,186.0899894625922,Unhealthy,12.32,9.66,false,false,9.6
Rio de Janeiro,Brazil,3,9,104.04,92.3,39.22,1.18,3.63,74.04,9.58,22.33,6.72,176.06280295047418,Unhealthy,18.14,12.15,false,false,5.49
Paris,France,5,14,23.94,199.28,40.93,12.68,7.11,132.45,28.42,38.81,17.54,122.91636363636364,Poor,15.58,10.58,false,false,12.64
Seoul,South Korea,4,11,108.09,195.37,54.9,12.47,8.09,33.01,-7.28,21.63,11.53,178.15395152792414,Unhealthy,14.31,11.81,false,false,9.48
Dubai,UAE,11,8,148.59,132.63,70.44,9.3,4.61,184.46,6.54,98.51,13.32,199.0654373024236,Unhealthy,13.53,10.59,true,false,6.71
Madrid,Spain,4,20,61.47,152.85,81.37,37.38,5.94,122.03,-3.2,60.92,19.07,154.08250790305584,Unhealthy,15.97,10.94,false,false,11.85
Berlin,Germany,10,17,17.25,38.93,79.62,31.98,1.79,150.52,-4.74,27.21,13.45,78.2908695652174,Moderate,14.03,10.94,false,false,10.57
Toronto,Canada,6,24,116.29,138.25,29.89,23.58,2.59,122.17,14.93,78.81,8.21,182.38788198103268,Unhealthy,16.31,10.24,false,false,4.59
London,UK,8,19,42.63,113.99,69.78,22.16,9.17,67.62,29.9,96.86,19.3,118.5562814070352,Poor,17.35,10.48,false,false,9.8
Istanbul,Turkey,12,22,40.26,105.74,53.77,35.07,3.65,69.69,1.2,22.91,8.26,112.72060301507535,Poor,14.02,9.91,false,false,6.72
Sydney,Australia,5,24,129.77,87.25,18.25,27.97,7.72,59.5,12.35,10.57,14.87,189.34805057955745,Unhealthy,16.4,9.04,false,false,13.45
Johannesburg,South Africa,8,3,29.81,21.5,56.99,11.58,3.39,34.4,11.34,52.69,8.9,88.24420600858369,Moderate,14.39,10.06,false,false,5.83
Cairo,Egypt,1,5,47.5,133.65,36.7,7.45,4.28,139.85,-7.5,23.66,2.68,130.54773869346735,Poor,14.81,9.3,false,false,2.17
Madrid,Spain,8,12,66.09,81.75,22.31,4.5,6.9,198.9,14.75,88.54,11.28,156.46796628029506,Unhealthy,13.65,10.28,false,false,5.98
Beijing,China,7,9,109.48,102.21,86.47,18.68,2.12,131.99,36.32,39.29,4.4,178.87165437302423,Unhealthy,13.81,10.01,false,false,3.16
Tokyo,Japan,11,25,116.15,118.21,49.37,29.29,5.36,95.91,3.72,81.81,11.22,182.31559536354052,Unhealthy,11.47,10.76,false,false,6.17
Moscow,Russia,5,28,13.3,162.17,22.24,23.28,7.66,19.06,35.67,47.69,18.08,104.54878787878788,Poor,14.33,11.16,false,false,12.24
Moscow,Russia,3,7,122.52,47.12,77.33,25.2,9.58,28.04,24.53,10.28,6.16,185.604636459431,Unhealthy,17.92,8.65,false,false,5.59
Madrid,Spain,2,6,122.52,112.07,9.64,7.58,7.47,117.47,29.4,54.14,6.07,185.604636459431,Unhealthy,19.28,9.85,false,false,3.94
Rio de Janeiro,Brazil,3,15,75.74,189.58,20.16,32.53,9.07,84.74,37.34,48.14,12.54,161.45057955742888,Unhealthy,18.14,12.15,false,false,8.46
Tokyo,Japan,3,6,132.81,27.49,49.59,47.89,8.11,140.67,-0.87,98.4,18.21,190.9177028451001,Unhealthy,12.58,9.96,true,false,9.18
Seoul,South Korea,9,23,126.47,165.34,42.62,41.21,1.27,141.56,-4.34,74.56,11.2,187.6441517386723,Unhealthy,10.64,10.96,false,false,6.42
Madrid,Spain,5,5,13.88,182.82,55.49,4.44,2.09,157.38,18.07,26.81,6.8,114.76949494949494,Poor,11.02,9.85,false,false,5.36
Cairo,Egypt,5,2,48.09,140.61,55.62,26.39,5.62,141.66,6.05,38.62,5.49,132.00050251256283,Poor,15.47,12.16,false,false,3.96
New York,USA,6,20,133.54,110.25,52.83,25.57,1.63,173.93,29.91,55.44,11.25,191.2946259220232,Unhealthy,15.78,9.84,false,false,7.24
Mumbai,India,7,21,94.08,126.1,77.93,21.81,9.28,53.86,20.44,54.66,5.61,170.92012644889357,Unhealthy,13.77,11.16,false,false,3.63
Berlin,Germany,5,27,131.72,145.02,95.36,39.67,4.45,87.13,11.54,42.47,8.69,190.354899894626,Unhealthy,12.69,10.41,false,false,6.1
Tokyo,Japan,7,7,32.87,18.04,48.42,36.44,3.13,47.07,20.31,91.2,4.82,94.67939914163092,Moderate,13.33,10.58,false,false,2.52
Mexico City,Mexico,3,9,143.2,46.89,81.42,26.74,6.54,116.74,8.73,38.56,10.61,196.28240252897783,Unhealthy,14.92,10.36,false,false,7.66
Berlin,Germany,1,10,51.71,179.58,84.74,28.87,9.79,145.21,19.26,65.73,2.78,121.60969696969696,Poor,14.14,8.83,false,false,1.68
Berlin,Germany,11,8,43.41,80.0,91.0,3.36,6.48,75.13,-9.65,53.15,11.13,120.47688442211054,Poor,13.73,10.82,false,false,7.27
New York,USA,3,19,59.49,123.85,29.42,32.76,7.44,143.69,7.67,67.01,13.93,153.06016859852477,Unhealthy,14.13,11.42,false,false,8.34
London,UK,8,5,141.78,98.43,74.58,34.34,5.2,68.54,-2.6,10.56,19.89,195.5492096944152,Unhealthy,17.35,10.48,false,false,17.99
Paris,France,11,6,63.69,151.02,43.17,45.08,7.95,192.52,24.81,52.86,18.09,155.22876712328767,Unhealthy,12.84,10.48,false,false,11.83
Beijing,China,10,12,81.62,57.14,55.53,43.85,2.64,87.93,-0.94,52.72,17.88,164.48661749209694,Unhealthy,10.72,11.15,false,false,11.71
Paris,France,11,22,14.43,99.46,92.05,32.84,3.16,171.43,16.66,70.61,2.85,91.53152173913044,Moderate,12.84,10.48,false,false,1.67
Istanbul,Turkey,12,19,88.28,157.91,43.61,37.47,7.18,166.82,-7.55,16.11,3.72,167.92539515279242,Unhealthy,14.02,9.91,false,false,3.2
Istanbul,Turkey,7,13,71.19,81.69,10.1,2.75,6.83,67.55,1.62,94.26,18.83,159.10126448893573,Unhealthy,17.52,10.12,true,false,9.69
Istanbul,Turkey,3,21,143.27,63.45,68.99,3.53,5.04,93.61,14.19,43.15,11.79,196.31854583772392,Unhealthy,14.84,10.52,false,false,8.24
Toronto,Canada,10,8,19.98,122.84,88.8,28.74,7.46,135.12,4.81,63.47,15.62,88.0695652173913,Moderate,14.88,11.68,false,false,9.56
Mumbai,India,11,15,79.53,77.39,7.51,27.17,7.66,105.85,19.35,20.07,11.96,163.40748155953636,Unhealthy,14.19,10.18,false,false,9.96
Seoul,South Korea,7,6,41.11,176.84,47.31,1.81,9.11,132.73,12.86,30.5,4.39,114.81356783919598,Poor,17.95,10.21,false,false,3.36
Mexico City,Mexico,4,22,46.05,88.02,68.63,33.14,1.11,101.33,-8.1,98.98,12.47,126.97738693467336,Poor,14.16,9.8,true,false,6.27
Johannesburg,South Africa,5,3,82.92,125.4,54.59,44.8,8.26,191.19,13.88,64.23,4.51,165.15785036880928,Unhealthy,15.9,10.71,false,false,2.75
Moscow,Russia,10,9,65.97,162.15,6.38,34.95,7.25,51.22,-3.52,90.58,2.83,156.40600632244468,Unhealthy,14.92,9.81,false,false,1.48
Toronto,Canada,5,11,110.66,18.04,62.19,35.74,3.11,108.47,-2.32,91.36,18.93,179.4809272918862,Unhealthy,15.6,10.43,true,false,9.89
Johannesburg,South Africa,3,25,82.13,190.13,85.54,24.54,0.89,74.33,-3.25,61.09,6.43,164.749947312961,Unhealthy,15.03,8.44,false,false,3.99
London,UK,3,15,48.81,116.57,25.95,16.45,9.35,74.22,9.17,83.43,19.83,93.90128755364807,Moderate,14.73,9.93,false,false,10.81
Madrid,Spain,10,19,9.73,154.34,45.91,34.14,1.62,152.4,37.25,64.83,4.7,48.77142857142857,Good,18.8,9.47,false,false,2.85
Berlin,Germany,3,22,139.38,41.54,8.49,10.83,9.83,80.09,16.89,48.22,16.24,194.3100105374078,Unhealthy,16.89,10.88,false,false,10.96
London,UK,5,26,93.51,165.89,82.64,38.35,2.25,58.48,-3.06,95.47,10.37,170.6258166491043,Unhealthy,16.1,10.59,false,false,5.31
Istanbul,Turkey,6,8,139.73,110.38,24.97,18.57,5.19,143.6,-6.18,40.05,17.0,194.49072708113803,Unhealthy,19.22,9.91,false,false,12.14
Dubai,UAE,5,24,90.17,124.95,82.16,29.57,1.2,193.41,37.69,90.58,3.37,168.90126448893574,Unhealthy,16.25,11.08,false,true,1.77
Moscow,Russia,5,20,104.31,129.9,83.7,3.38,0.47,182.48,35.94,27.95,15.68,176.20221285563753,Unhealthy,14.33,11.16,false,false,12.25
Mumbai,India,8,22,65.84,65.08,79.6,19.01,4.8,17.13,6.2,93.99,19.44,156.33888303477346,Unhealthy,14.73,9.18,true,false,10.02
Moscow,Russia,7,24,93.6,153.25,75.34,37.16,6.86,23.78,6.88,46.77,12.55,170.6722866174921,Unhealthy,17.72,10.1,false,false,8.55
Beijing,China,4,20,52.84,171.99,71.28,48.14,8.77,95.86,29.24,32.37,1.74,143.6964824120603,Poor,14.82,10.54,false,false,1.31
Paris,France,3,19,31.45,114.1,11.36,41.03,4.44,40.72,37.81,46.3,1.94,91.69313304721032,Moderate,15.91,10.54,false,false,1.33
Madrid,Spain,7,2,119.66,117.54,53.85,22.81,8.83,74.43,34.61,27.16,6.73,184.12792413066387,Unhealthy,13.26,10.9,false,false,5.29
Mexico City,Mexico,1,24,147.48,64.07,50.3,35.28,7.34,33.51,23.48,71.97,17.8,198.4923076923077,Unhealthy,14.83,10.6,false,false,10.35
Madrid,Spain,1,26,100.02,121.33,28.63,10.62,0.81,120.32,5.63,54.94,5.07,173.98714436248682,Unhealthy,13.09,8.96,false,false,3.27
Mumbai,India,4,28,121.12,137.14,37.72,40.55,1.18,58.23,-8.02,84.34,9.02,184.88177028451005,Unhealthy,12.34,11.76,false,false,4.89
Madrid,Spain,11,8,118.68,109.09,21.3,16.25,9.46,162.88,17.96,63.6,7.52,183.6219178082192,Unhealthy,14.17,10.45,false,false,4.6
Beijing,China,10,18,9.03,29.68,20.78,19.39,3.34,138.19,13.18,29.0,6.15,37.95454545454545,Good,10.72,11.15,false,false,4.77
Berlin,Germany,7,3,102.77,153.34,25.04,22.98,3.51,175.58,22.89,53.04,7.54,175.40706006322443,Unhealthy,17.99,10.02,false,false,4.93
New York,USA,10,2,81.41,93.29,46.11,22.66,8.37,41.02,-9.9,69.25,9.06,164.3781875658588,Unhealthy,14.43,10.45,false,false,5.35
London,UK,9,10,29.02,187.35,87.99,11.21,5.31,34.76,26.25,29.09,14.99,117.01161616161616,Poor,18.45,10.68,false,false,11.61
Toronto,Canada,12,20,91.92,89.21,53.13,2.98,6.31,162.56,36.09,49.57,8.67,169.80484720758693,Unhealthy,19.53,9.34,false,false,5.8
Cairo,Egypt,2,1,115.01,174.63,93.0,1.74,4.67,56.77,13.54,51.34,4.14,181.7269757639621,Unhealthy,9.78,10.02,false,false,2.74
Toronto,Canada,3,7,107.07,177.08,81.49,28.35,2.09,135.43,1.88,14.18,7.15,177.627291886196,Unhealthy,12.39,10.73,false,false,6.26
Johannesburg,South Africa,6,28,131.54,76.19,77.93,27.96,3.68,38.34,22.06,73.66,12.93,190.2619599578504,Unhealthy,14.27,10.91,false,false,7.45
Cairo,Egypt,9,15,19.59,93.44,12.19,39.92,4.98,71.48,27.29,54.14,19.0,70.02585858585859,Moderate,12.59,9.66,false,false,12.33
Seoul,South Korea,8,15,7.64,86.16,52.15,21.63,1.05,193.71,4.11,73.76,11.02,66.42262626262627,Moderate,14.73,9.89,false,false,6.34
Rio de Janeiro,Brazil,4,18,38.7,177.83,85.32,10.82,2.22,40.78,7.3,41.44,2.42,112.29969696969698,Poor,12.04,9.42,false,false,1.71
Cairo,Egypt,8,27,112.17,87.13,25.46,9.29,2.81,161.64,0.23,49.63,14.9,180.2605900948367,Unhealthy,14.81,9.39,false,false,9.96
Madrid,Spain,1,5,106.48,111.0,34.87,20.99,2.8,125.03,18.63,90.28,13.17,177.322655426765,Unhealthy,13.09,8.96,false,false,6.92
Mexico City,Mexico,7,19,15.09,49.57,86.4,36.26,9.78,87.19,31.62,41.36,11.7,105.73103448275862,Poor,19.55,12.09,false,false,8.28
Beijing,China,2,16,119.84,143.8,22.69,31.04,9.26,131.1,4.09,79.86,6.26,184.2208640674394,Unhealthy,16.0,8.39,false,false,3.48
Istanbul,Turkey,6,24,120.51,11.55,85.7,27.74,6.34,52.8,-9.3,18.54,7.16,184.5668071654373,Unhealthy,19.22,9.91,false,false,6.04
Los Angeles,USA,10,15,20.32,178.06,91.45,37.8,8.85,76.06,4.6,58.77,17.02,112.41353535353537,Poor,14.02,10.27,false,false,10.72
Mexico City,Mexico,10,12,32.45,41.55,84.85,33.23,3.97,111.66,12.92,17.47,4.3,93.7961373390558,Moderate,16.43,9.97,false,false,3.66
London,UK,1,2,82.22,156.35,42.7,8.39,3.77,116.19,-4.56,50.17,9.79,164.7964172813488,Unhealthy,14.04,10.45,false,false,6.52
Beijing,China,5,16,40.29,70.98,9.69,22.12,5.09,78.38,12.46,23.71,3.32,112.79447236180904,Poor,14.45,9.64,false,false,2.68
Dubai,UAE,7,3,123.42,48.19,12.03,30.94,0.25,105.4,27.76,10.89,5.31,186.0693361433088,Unhealthy,18.18,9.68,false,false,4.79
Seoul,South Korea,3,2,104.65,85.29,36.82,31.04,9.85,155.11,-1.34,38.14,19.59,176.3777660695469,Unhealthy,17.51,11.79,false,false,14.18
Istanbul,Turkey,12,16,77.11,191.74,48.31,25.19,5.5,179.27,14.83,23.82,10.99,162.15795574288725,Unhealthy,14.02,9.91,false,false,8.88
Dubai,UAE,4,25,137.86,178.08,48.76,26.13,6.74,95.32,15.84,81.13,14.63,193.5251844046365,Unhealthy,13.2,11.62,false,false,8.08
Sydney,Australia,10,8,93.66,47.91,14.46,10.41,8.28,42.47,-7.24,52.27,11.64,170.70326659641728,Unhealthy,13.51,11.58,false,false,7.64
Sydney,Australia,1,25,125.84,108.39,30.63,43.15,7.6,100.72,16.03,18.46,17.43,187.31886195995787,Unhealthy,14.53,9.98,false,false,14.71
Mexico City,Mexico,10,28,98.42,172.82,81.2,29.13,1.65,151.28,11.74,89.99,18.62,173.16101159114857,Unhealthy,16.43,9.97,false,false,9.8
New York,USA,3,4,100.4,186.78,17.46,22.49,8.64,92.78,22.45,62.51,12.63,174.18335089567967,Unhealthy,14.13,11.42,false,false,7.77
Madrid,Spain,10,19,33.28,92.39,88.34,16.19,6.05,58.78,37.25,64.83,4.7,48.77142857142857,Good,18.8,9.47,false,false,2.85
Los Angeles,USA,10,19,146.22,174.35,60.6,17.3,4.14,86.69,10.66,45.7,3.71,197.8417281348788,Unhealthy,14.02,10.27,false,false,2.55
