Unnamed: 0,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_PM2.5,AQI_PM10,AQI_O3,AQI_CO,AQI_SO2,AQI_NO2,Air_Quality,Air_Quality_Category,Year,Month,Day,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed
119,Mexico City,Mexico,61.51,60.47,42.52,30.08,5.99,134.57,39.0,11.76,7.1,154.1031612223393,53.707373737373736,,65.9,42.97142857142857,40.11320754716981,154.1031612223393,Unhealthy,2023,4,27,14.16,9.8
120,Toronto,Canada,42.79,186.5,34.72,32.75,4.05,165.8,15.76,19.82,16.22,118.9502512562814,116.5909090909091,,46.02272727272727,46.785714285714285,32.75471698113208,118.9502512562814,Poor,2023,10,28,14.88,11.68
121,Dubai,UAE,99.67,182.25,15.05,30.31,0.71,104.82,17.65,72.44,6.78,173.8064278187566,114.48737373737374,,8.068181818181818,43.3,14.19811320754717,173.8064278187566,Unhealthy,2023,12,10,15.24,10.32
122,Bangkok,Thailand,43.62,96.22,91.76,46.28,0.62,135.4,35.98,51.28,11.73,120.99396984924624,71.40181818181819,,7.045454545454545,63.91589743589744,91.22260869565218,120.99396984924624,Poor,2023,1,23,15.08,10.9
123,Beijing,China,104.18,150.19,44.32,12.11,4.76,162.48,13.06,92.3,18.97,176.13508956796628,98.11424242424243,,53.6,17.3,41.81132075471698,176.13508956796628,Unhealthy,2023,12,17,13.4,11.58
124,Madrid,Spain,132.13,125.22,51.69,29.84,3.87,160.86,-8.56,51.01,3.96,190.56659641728132,85.75535353535354,,43.97727272727273,42.62857142857143,48.764150943396224,190.56659641728132,Unhealthy,2023,7,17,13.26,10.9
125,Berlin,Germany,122.71,110.47,78.72,45.35,2.38,89.7,30.95,30.06,10.06,185.7027397260274,78.45484848484848,,27.045454545454543,62.7474358974359,77.33217391304348,185.7027397260274,Unhealthy,2023,9,9,14.68,11.83
126,Cairo,Egypt,82.76,11.97,45.12,21.02,2.78,192.53,-8.58,40.44,16.83,165.07523709167546,11.083333333333334,,31.590909090909086,30.02857142857143,42.56603773584906,165.07523709167546,Unhealthy,2023,11,21,15.99,9.71
127,Tokyo,Japan,116.55,15.85,8.0,48.47,3.81,106.48,12.08,47.46,2.04,182.52212855637512,14.675925925925926,,43.29545454545455,66.6674358974359,7.547169811320755,182.52212855637512,Unhealthy,2023,3,19,12.58,9.96
128,Mumbai,India,76.49,157.45,33.55,17.71,2.43,124.68,1.07,54.9,0.72,161.83782929399368,102.21262626262626,,27.613636363636363,25.3,31.650943396226413,161.83782929399368,Unhealthy,2023,5,22,17.26,9.48
129,Bangkok,Thailand,148.44,193.88,24.88,7.26,9.12,10.37,36.0,47.83,11.48,198.98798735511065,120.24363636363636,,97.2,10.371428571428572,23.471698113207548,198.98798735511065,Unhealthy,2023,8,12,17.27,11.24
130,Bangkok,Thailand,7.17,67.57,40.12,24.43,0.56,145.28,5.5,73.42,5.22,29.875000000000004,57.22151515151515,,6.363636363636364,34.9,37.84905660377358,57.22151515151515,Moderate,2023,12,9,14.64,11.4
131,Los Angeles,USA,58.13,81.33,31.67,8.3,1.95,167.79,0.32,86.18,4.74,152.35795574288724,64.0320202020202,,22.159090909090907,11.857142857142858,29.87735849056604,152.35795574288724,Unhealthy,2023,12,28,17.73,9.8
132,Johannesburg,South Africa,81.57,125.21,27.25,10.14,5.23,133.79,19.49,84.25,18.29,164.46080084299263,85.75040404040405,,58.3,14.485714285714288,25.70754716981132,164.46080084299263,Unhealthy,2023,5,26,15.9,10.71
133,Los Angeles,USA,106.1,192.72,87.56,30.66,9.42,84.44,9.32,34.94,2.89,177.1264488935722,119.66949494949496,,,43.8,86.74869565217392,177.1264488935722,Unhealthy,2023,2,28,13.46,9.7
134,Cairo,Egypt,113.13,196.42,75.01,27.82,1.86,135.44,30.27,87.22,8.1,180.7562697576396,121.50080808080808,,21.13636363636364,39.74285714285715,73.38021739130436,180.7562697576396,Unhealthy,2023,9,4,12.59,9.66
135,Dubai,UAE,36.24,57.46,21.67,49.47,7.87,159.22,-8.97,59.82,18.5,102.82211055276382,52.21757575757576,,84.7,67.92384615384616,20.443396226415096,102.82211055276382,Poor,2023,2,13,14.52,9.65
136,Bangkok,Thailand,109.45,135.77,89.51,49.18,2.14,40.67,6.52,77.24,17.63,178.85616438356163,90.97707070707072,,24.31818181818182,67.55948717948718,88.8258695652174,178.85616438356163,Unhealthy,2023,3,27,13.32,10.64
137,New York,USA,87.36,75.87,22.89,23.88,4.58,98.42,23.67,55.59,9.74,167.45036880927293,61.32959595959596,,51.8,34.114285714285714,21.59433962264151,167.45036880927293,Unhealthy,2023,6,21,15.78,9.84
138,Bangkok,Thailand,24.85,27.35,27.68,44.03,7.68,33.61,26.68,76.15,9.0,77.81330472103005,25.32407407407408,,82.8,61.08897435897436,26.11320754716981,82.8,Moderate,2023,6,27,15.75,8.07
139,Paris,France,101.21,70.07,43.33,28.93,4.19,20.25,-8.26,72.42,6.54,174.60158061116965,58.458888888888886,,47.61363636363637,41.32857142857143,40.87735849056604,174.60158061116965,Unhealthy,2023,9,3,11.91,9.29
140,New York,USA,27.18,26.47,66.21,45.15,5.42,139.81,4.46,30.05,1.57,82.71330472103006,24.50925925925926,,60.2,62.496153846153845,64.00630434782607,82.71330472103006,Moderate,2023,8,24,19.02,9.37
141,Beijing,China,18.23,85.36,59.85,46.99,8.92,121.09,3.44,40.15,18.89,63.89141630901288,66.02666666666667,,95.2,64.80794871794872,57.23152173913044,95.2,Moderate,2023,10,9,10.72,11.15
142,Toronto,Canada,76.83,99.21,70.75,15.22,5.27,185.11,23.05,48.47,9.14,162.01338250790306,72.88171717171717,,58.7,21.742857142857144,68.84239130434783,162.01338250790306,Unhealthy,2023,6,21,16.31,10.24
143,Dubai,UAE,103.53,86.55,32.2,28.73,5.87,12.05,-8.35,15.23,13.42,175.7994731296101,66.61565656565656,,64.7,41.04285714285714,30.37735849056604,175.7994731296101,Unhealthy,2023,4,27,13.2,11.62
144,Madrid,Spain,142.21,73.79,19.41,2.3,5.31,49.86,1.93,35.25,15.1,195.77123287671236,60.30010101010102,,59.1,3.2857142857142856,18.31132075471698,195.77123287671236,Unhealthy,2023,6,21,17.11,8.79
145,Cairo,Egypt,48.36,181.74,95.72,1.04,9.15,79.65,38.31,74.78,6.27,132.66532663316582,114.2349494949495,,97.5,1.4857142857142858,95.44086956521738,132.66532663316582,Poor,2023,7,12,14.35,9.43
146,Rio de Janeiro,Brazil,140.81,112.01,92.23,19.31,1.84,162.49,-5.06,21.72,11.02,195.04836670179137,79.21707070707072,,20.90909090909091,27.585714285714285,91.72326086956522,195.04836670179137,Unhealthy,2023,8,1,16.77,9.36
147,Berlin,Germany,36.97,174.27,92.31,5.83,6.72,53.04,2.67,19.65,18.08,104.61959798994975,110.53767676767676,,73.19999999999999,8.32857142857143,91.80847826086958,110.53767676767676,Poor,2023,4,18,12.74,10.2
148,Dubai,UAE,7.9,176.85,63.2,12.53,4.17,195.52,19.83,66.06,11.92,32.91666666666667,111.81464646464646,,47.38636363636363,17.9,60.8,111.81464646464646,Poor,2023,12,24,15.24,10.32
149,Dubai,UAE,48.53,58.95,86.86,30.17,3.44,189.93,-5.37,55.04,3.76,133.08391959798996,52.95505050505051,,39.090909090909086,43.1,86.00304347826088,133.08391959798996,Poor,2023,10,22,12.55,9.61
150,Madrid,Spain,56.2,115.21,37.11,18.8,3.22,18.7,7.2,89.72,14.71,151.36143308746048,80.80090909090909,,36.59090909090909,26.857142857142858,35.009433962264154,151.36143308746048,Unhealthy,2023,10,12,18.8,9.47
151,Tokyo,Japan,106.97,143.17,49.0,21.1,3.06,184.43,38.23,81.14,15.34,177.57565858798736,94.63969696969696,,34.77272727272727,30.142857142857142,46.22641509433962,177.57565858798736,Unhealthy,2023,11,17,11.47,10.76
152,Moscow,Russia,133.99,193.54,49.1,45.92,9.06,132.52,0.34,99.63,16.47,191.52697576396207,120.07535353535351,,96.6,63.46358974358974,46.320754716981135,191.52697576396207,Unhealthy,2023,10,23,14.92,9.81
153,Berlin,Germany,22.05,196.64,59.36,23.47,1.47,178.93,19.26,65.73,2.78,71.92489270386267,121.60969696969696,,16.704545454545453,33.528571428571425,56.7095652173913,121.60969696969696,Poor,2023,1,10,14.14,8.83
154,Moscow,Russia,23.26,31.18,72.35,23.0,1.19,47.33,22.75,31.57,18.98,74.46952789699571,28.87037037037037,,13.522727272727272,32.85714285714286,70.54673913043477,74.46952789699571,Moderate,2023,1,22,14.36,10.98
155,Toronto,Canada,107.28,50.78,32.19,46.2,7.22,180.13,19.77,35.36,14.9,177.73572181243415,47.01851851851852,,78.19999999999999,63.815384615384616,30.367924528301884,177.73572181243415,Unhealthy,2023,5,22,15.6,10.43
156,New York,USA,51.23,197.82,80.38,47.53,1.74,20.81,33.91,63.69,18.45,139.7321608040201,122.19373737373738,,19.772727272727277,65.48641025641025,79.10043478260869,139.7321608040201,Poor,2023,12,25,15.14,9.77
157,Mumbai,India,142.55,189.38,7.66,7.98,6.92,56.56,16.42,91.71,5.17,195.9467860906217,118.01636363636364,,75.2,11.4,7.226415094339623,195.9467860906217,Unhealthy,2023,3,13,14.48,10.05
158,Madrid,Spain,105.74,182.03,44.08,2.95,2.88,35.15,16.07,50.22,16.47,176.9405690200211,114.37848484848485,,32.72727272727273,4.214285714285714,41.58490566037736,176.9405690200211,Unhealthy,2023,3,15,14.38,10.02
159,Tokyo,Japan,93.68,59.02,30.01,26.48,4.69,171.34,1.8,55.67,11.77,170.71359325605903,52.98969696969697,,52.900000000000006,37.82857142857143,28.311320754716984,170.71359325605903,Unhealthy,2023,6,17,14.34,9.85
160,Istanbul,Turkey,134.62,165.45,83.39,39.7,5.1,41.31,11.75,51.71,2.71,191.8522655426765,106.17222222222222,,57.0,55.64871794871795,82.30673913043478,191.8522655426765,Unhealthy,2023,8,28,15.01,8.76
161,New York,USA,75.67,56.37,94.76,21.73,7.69,133.39,-6.52,10.92,2.91,161.41443624868282,51.67808080808081,,82.9,31.042857142857144,94.41826086956522,161.41443624868282,Unhealthy,2023,11,22,13.37,8.96
162,Berlin,Germany,135.33,46.11,89.69,29.94,9.83,186.39,27.04,95.78,0.85,192.21886195995785,42.69444444444444,,106.57586206896552,42.77142857142857,89.01760869565217,192.21886195995785,Unhealthy,2023,11,19,13.73,10.82
163,Rio de Janeiro,Brazil,62.61,194.27,60.84,44.48,1.27,156.38,0.17,30.73,11.0,154.67112750263436,120.43666666666668,,14.431818181818182,61.65435897435897,58.28608695652174,154.67112750263436,Unhealthy,2023,6,1,13.43,11.22
164,Rio de Janeiro,Brazil,20.56,19.06,85.27,10.54,3.19,58.93,25.81,91.46,18.5,68.79141630901287,17.64814814814815,,36.25,15.057142857142855,84.30934782608696,84.30934782608696,Moderate,2023,7,28,19.26,10.85
165,Bangkok,Thailand,109.92,158.76,37.26,5.75,5.74,82.29,15.96,86.54,19.14,179.09884088514227,102.8610101010101,,63.400000000000006,8.214285714285715,35.15094339622642,179.09884088514227,Unhealthy,2023,7,27,14.56,10.49
166,Berlin,Germany,141.59,176.33,84.38,39.38,1.96,169.19,7.3,11.72,16.31,195.4511064278188,111.55727272727272,,22.272727272727277,55.24666666666667,83.36130434782609,195.4511064278188,Unhealthy,2023,11,21,13.73,10.82
167,Berlin,Germany,37.63,141.74,67.32,12.82,5.07,58.86,9.44,77.1,15.91,106.24472361809046,93.9319191919192,,56.7,18.31428571428572,65.1886956521739,106.24472361809046,Poor,2023,12,24,15.49,10.71
168,Johannesburg,South Africa,108.32,153.08,14.25,34.62,6.1,83.46,18.41,20.11,9.27,178.272708113804,99.54464646464648,,67.0,49.457142857142856,13.443396226415096,178.272708113804,Unhealthy,2023,8,17,14.39,10.06
169,Tokyo,Japan,122.81,124.47,53.19,21.88,9.94,10.11,18.04,12.19,14.71,185.75437302423603,85.38414141414142,,108.43448275862067,31.257142857142856,,185.75437302423603,Unhealthy,2023,2,24,17.43,11.11
170,Toronto,Canada,13.93,188.98,61.63,6.29,2.55,70.5,3.38,93.85,16.04,54.84849785407725,117.81838383838384,,28.977272727272723,8.985714285714286,59.12760869565218,117.81838383838384,Poor,2023,1,13,13.87,11.98
171,Istanbul,Turkey,71.6,168.4,14.88,44.17,5.24,140.11,22.4,77.04,19.8,159.31296101159114,107.63232323232324,,58.400000000000006,61.264871794871794,14.037735849056604,159.31296101159114,Unhealthy,2023,11,3,16.73,11.19
172,London,UK,18.87,67.55,29.58,48.67,4.96,80.61,21.13,75.0,4.83,65.237339055794,57.21161616161616,,55.6,66.91871794871795,27.90566037735849,66.91871794871795,Moderate,2023,9,20,18.45,10.68
173,Dubai,UAE,22.27,20.48,92.96,8.74,3.51,46.73,18.99,36.0,14.83,72.38755364806867,18.96296296296296,,39.88636363636363,12.485714285714286,92.5008695652174,92.5008695652174,Moderate,2023,9,25,15.79,11.81
174,Sydney,Australia,21.63,131.64,91.93,25.92,7.8,39.01,-2.21,72.86,4.64,71.04163090128756,88.93292929292929,,84.0,37.02857142857143,91.40369565217392,91.40369565217392,Moderate,2023,12,2,12.67,10.42
175,Bangkok,Thailand,147.95,46.83,30.12,49.26,3.46,111.03,-3.78,53.9,15.74,198.7349841938883,43.36111111111111,,39.31818181818182,67.66,28.415094339622645,198.7349841938883,Unhealthy,2023,12,2,14.64,11.4
176,Istanbul,Turkey,58.33,103.74,27.16,45.17,8.61,100.1,34.87,94.52,9.38,152.46122233930453,75.12383838383838,,92.1,62.52128205128206,25.62264150943396,152.46122233930453,Unhealthy,2023,6,12,19.22,9.91
177,Dubai,UAE,113.57,182.44,98.62,6.65,7.32,59.75,4.67,79.9,9.85,180.98345626975765,114.58141414141414,,79.2,9.5,98.53,180.98345626975765,Unhealthy,2023,8,14,19.57,10.55
178,Rio de Janeiro,Brazil,143.17,67.59,34.91,17.05,1.49,158.04,-3.04,98.52,15.61,196.2669125395153,57.23141414141414,,16.93181818181818,24.357142857142858,32.93396226415094,196.2669125395153,Unhealthy,2023,5,18,16.47,8.77
179,Rio de Janeiro,Brazil,138.6,95.56,26.64,32.72,4.96,48.36,-1.8,43.02,1.98,193.9072708113804,71.07515151515152,,55.6,46.74285714285714,25.13207547169812,193.9072708113804,Unhealthy,2023,8,2,16.77,9.36
180,Johannesburg,South Africa,95.78,120.41,13.53,2.44,4.76,158.63,8.73,99.86,7.65,171.79789251844048,83.37464646464647,,53.6,3.4857142857142858,12.764150943396226,171.79789251844048,Unhealthy,2023,8,13,14.39,10.06
181,Beijing,China,105.15,30.89,27.79,9.66,7.34,123.33,-0.0,26.84,7.27,176.6359325605901,28.60185185185185,,79.4,13.8,26.21698113207547,176.6359325605901,Unhealthy,2023,7,21,13.81,10.01
182,Sydney,Australia,99.12,100.43,22.45,6.89,2.18,87.89,20.95,98.42,6.51,173.52244467860908,73.48555555555556,,24.772727272727277,9.842857142857143,21.17924528301887,173.52244467860908,Unhealthy,2023,12,17,12.67,10.42
183,London,UK,32.26,174.93,32.57,45.86,6.43,68.5,39.37,47.69,12.27,93.39656652360514,110.86434343434344,,70.3,63.38820512820513,30.72641509433962,110.86434343434344,Poor,2023,3,16,14.73,9.93
184,Los Angeles,USA,51.0,65.02,37.8,18.2,0.64,186.14,25.39,36.57,1.16,139.16582914572865,55.959393939393934,,7.272727272727272,26.0,35.660377358490564,139.16582914572865,Poor,2023,11,20,14.93,9.6
185,Sydney,Australia,107.15,21.99,69.3,31.19,6.65,112.04,5.17,33.45,16.69,177.6685985247629,20.36111111111111,,72.5,44.55714285714286,67.29782608695652,177.6685985247629,Unhealthy,2023,6,17,19.58,9.76
186,Tokyo,Japan,111.68,148.39,96.6,44.06,1.4,50.25,-7.35,21.01,14.07,180.00758693361433,97.22333333333331,,15.909090909090908,61.126666666666665,96.37826086956522,180.00758693361433,Unhealthy,2023,7,24,13.33,10.58
187,Moscow,Russia,71.61,135.7,61.54,48.2,2.55,125.14,35.8,75.39,5.23,159.31812434141202,90.94242424242424,,28.977272727272723,66.32820512820513,59.03173913043479,159.31812434141202,Unhealthy,2023,6,21,17.67,9.34
188,Mexico City,Mexico,64.72,89.08,94.8,36.67,3.36,45.65,0.71,85.33,15.07,155.76059009483666,67.8678787878788,,38.18181818181818,51.84179487179488,94.4608695652174,155.76059009483666,Unhealthy,2023,2,23,17.56,9.83
189,Mexico City,Mexico,62.81,94.94,11.02,21.97,6.15,29.37,5.14,57.21,0.9,154.77439409905165,70.76828282828282,,67.5,31.38571428571429,10.39622641509434,154.77439409905165,Unhealthy,2023,12,18,16.69,9.14
190,Moscow,Russia,103.86,189.45,87.36,49.54,7.87,54.01,8.64,68.64,12.47,175.96986301369864,118.05101010101008,,84.7,68.01179487179488,86.53565217391304,175.96986301369864,Unhealthy,2023,10,19,14.92,9.81
191,Bangkok,Thailand,20.5,91.96,56.48,2.85,1.48,41.52,13.3,33.0,3.26,68.66523605150215,69.29333333333332,,16.818181818181817,4.071428571428572,53.64173913043478,69.29333333333332,Moderate,2023,8,25,17.27,11.24
192,Mumbai,India,17.6,75.31,92.86,28.39,6.18,94.76,39.72,18.08,6.42,62.56652360515022,61.05242424242424,,67.8,40.55714285714286,92.39434782608696,92.39434782608696,Moderate,2023,11,25,14.19,10.18
193,Berlin,Germany,56.21,162.96,68.29,3.65,8.76,59.23,25.26,24.62,1.66,151.36659641728136,104.939797979798,,93.6,5.214285714285714,66.22195652173914,151.36659641728136,Unhealthy,2023,4,7,12.74,10.2
194,Sydney,Australia,78.04,81.83,46.6,45.89,6.73,164.0,16.66,28.56,10.95,162.63814541622762,64.27949494949495,,73.30000000000001,63.42589743589744,43.9622641509434,162.63814541622762,Unhealthy,2023,9,27,10.87,10.39
195,Johannesburg,South Africa,138.23,188.75,45.5,15.28,5.14,108.28,-6.11,35.35,12.9,193.7162276080084,117.70454545454544,,57.4,21.82857142857143,42.9245283018868,193.7162276080084,Unhealthy,2023,4,17,14.13,10.18
196,Seoul,South Korea,25.37,40.66,40.16,14.08,5.29,59.5,-0.64,17.92,14.71,78.9068669527897,37.64814814814815,,58.9,20.114285714285717,37.886792452830186,78.9068669527897,Moderate,2023,1,3,11.62,10.14
197,Berlin,Germany,50.44,22.91,19.01,43.73,9.82,20.52,24.69,33.8,13.54,137.78693467336683,21.21296296296296,,106.40689655172416,60.71205128205128,17.933962264150946,137.78693467336683,Poor,2023,2,11,15.8,8.89
198,Seoul,South Korea,67.23,14.08,57.71,21.87,1.13,179.3,4.28,73.72,16.9,157.05658587987355,13.037037037037036,,12.84090909090909,31.242857142857144,54.951956521739135,157.05658587987355,Unhealthy,2023,12,2,15.45,10.79
199,Sydney,Australia,33.1,102.66,8.91,41.34,4.99,70.87,8.0,21.32,3.63,95.16309012875536,74.58929292929292,,55.900000000000006,57.70923076923077,8.40566037735849,95.16309012875536,Moderate,2023,7,28,14.3,9.01
200,Mexico City,Mexico,21.8,118.08,41.26,24.77,7.5,91.4,9.68,81.32,3.91,71.3991416309013,82.22141414141414,,81.0,35.385714285714286,38.92452830188679,82.22141414141414,Moderate,2023,3,26,14.92,10.36
201,Sydney,Australia,119.75,158.85,73.36,5.31,6.59,182.6,22.62,51.79,15.94,184.17439409905165,102.90555555555557,,71.9,7.585714285714285,71.62260869565218,184.17439409905165,Unhealthy,2023,1,19,14.53,9.98
202,Seoul,South Korea,102.58,120.35,75.83,9.4,1.68,70.86,5.25,73.3,5.45,175.30895679662802,83.3449494949495,,19.09090909090909,13.428571428571429,74.25369565217392,175.30895679662802,Unhealthy,2023,10,11,16.89,10.33
203,Los Angeles,USA,106.45,167.0,47.23,40.55,9.71,127.06,24.05,88.91,14.01,177.30716543730242,106.93939393939394,,104.54827586206898,56.71666666666666,44.5566037735849,177.30716543730242,Unhealthy,2023,9,23,15.62,9.11
204,Moscow,Russia,97.87,127.17,94.58,33.15,4.9,94.21,18.03,34.05,4.32,172.87702845100105,86.72050505050505,,55.0,47.35714285714285,94.22652173913043,172.87702845100105,Unhealthy,2023,7,20,17.72,10.1
205,Seoul,South Korea,77.34,167.68,77.17,30.84,5.63,32.61,11.76,19.78,7.77,162.27671232876713,107.2759595959596,,62.3,44.05714285714286,75.68108695652174,162.27671232876713,Unhealthy,2023,6,11,18.07,9.89
206,Madrid,Spain,14.98,80.36,63.9,21.7,9.61,46.49,12.28,14.85,4.09,57.056652360515024,63.55191919191919,,102.85862068965515,31.0,61.54565217391304,102.85862068965515,Poor,2023,7,28,13.26,10.9
207,Dubai,UAE,64.28,154.05,75.32,28.71,4.96,159.82,29.76,47.92,17.26,155.53340358271865,,,55.6,41.01428571428572,73.71043478260869,155.53340358271865,Unhealthy,2023,5,18,16.25,11.08
208,Paris,France,29.02,113.23,9.64,43.22,8.79,103.58,8.41,74.67,2.13,86.58283261802576,79.8209090909091,,93.9,60.07128205128205,9.09433962264151,93.9,Moderate,2023,4,17,17.71,9.55
209,Paris,France,126.39,188.12,70.48,17.84,9.75,150.32,1.24,72.93,2.71,187.60284510010536,117.39272727272729,,105.22413793103448,25.485714285714288,68.55478260869566,187.60284510010536,Unhealthy,2023,10,17,15.27,9.07
210,Mexico City,Mexico,134.06,22.55,58.18,28.75,8.91,61.33,16.31,43.74,3.22,191.5631190727081,20.87962962962963,,95.1,41.07142857142857,55.452608695652174,191.5631190727081,Unhealthy,2023,8,5,11.58,10.47
211,Beijing,China,58.77,193.29,7.16,18.05,9.11,181.85,6.05,88.84,6.59,152.68840885142257,119.95161616161616,,97.1,25.78571428571429,6.754716981132075,152.68840885142257,Unhealthy,2023,12,16,13.4,11.58
212,Cairo,Egypt,44.2,196.44,65.15,5.46,6.78,168.6,33.83,77.45,4.0,122.42211055276384,121.51070707070708,,73.80000000000001,7.8,62.877173913043485,122.42211055276384,Poor,2023,7,12,14.35,9.43
213,New York,USA,97.85,104.91,49.52,30.65,4.09,16.34,36.17,18.89,8.71,172.86670179135933,75.7029292929293,,46.47727272727273,43.785714285714285,46.71698113207548,172.86670179135933,Unhealthy,2023,9,28,14.04,10.18
214,London,UK,32.5,120.35,66.92,30.19,2.35,58.27,9.17,83.43,19.83,93.90128755364807,83.3449494949495,,26.704545454545453,43.12857142857143,64.76260869565218,93.90128755364807,Moderate,2023,3,15,14.73,9.93
215,Rio de Janeiro,Brazil,9.19,149.75,48.8,2.58,5.73,147.61,20.94,10.05,6.97,38.29166666666666,97.89646464646464,,63.3,3.685714285714286,46.0377358490566,97.89646464646464,Moderate,2023,9,13,18.36,10.61
216,Cairo,Egypt,18.96,117.93,20.62,16.69,2.48,175.8,38.6,53.6,10.9,65.42660944206008,82.14717171717172,,28.18181818181818,23.842857142857145,19.452830188679247,82.14717171717172,Moderate,2023,9,13,12.59,9.66
217,Madrid,Spain,34.86,174.02,35.9,21.55,8.48,150.28,4.65,94.97,10.23,98.86437768240344,110.4139393939394,,90.8,30.78571428571429,33.867924528301884,110.4139393939394,Poor,2023,9,26,20.11,9.33
218,Mumbai,India,59.78,118.64,27.66,1.68,8.25,130.26,4.61,22.35,17.07,153.20990516332984,82.49858585858586,,88.5,2.4,26.09433962264151,153.20990516332984,Unhealthy,2023,7,18,13.77,11.16
219,Mumbai,India,137.45,139.03,9.83,32.12,7.98,39.71,22.13,18.63,7.13,193.31348788198105,92.59060606060606,,85.80000000000001,45.885714285714286,9.273584905660378,193.31348788198105,Unhealthy,2023,4,2,12.34,11.76
