,City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
200,Mexico City,Mexico,2023-03-26,21.8,118.08,41.26,24.77,7.5,91.4,9.68,81.32,3.91,82.22141414141414,Moderate
201,Sydney,Australia,2023-01-19,119.75,158.85,73.36,5.31,6.59,182.6,22.62,51.79,15.94,184.17439409905163,Unhealthy
202,Seoul,South Korea,2023-10-11,102.58,120.35,75.83,9.4,1.68,70.86,5.25,73.3,5.45,175.30895679662802,Unhealthy
203,Los Angeles,USA,2023-09-23,106.45,167.0,47.23,40.55,9.71,127.06,24.05,88.91,14.01,177.30716543730242,Unhealthy
204,Moscow,Russia,2023-07-20,97.87,127.17,94.58,33.15,4.9,94.21,18.03,34.05,4.32,172.87702845100105,Unhealthy
205,Seoul,South Korea,2023-06-11,77.34,167.68,77.17,30.84,5.63,32.61,11.76,19.78,7.77,162.27671232876713,Unhealthy
206,Madrid,Spain,2023-07-28,14.98,80.36,63.9,21.7,9.61,46.49,12.28,14.85,4.09,102.85862068965517,Poor
207,Dubai,UAE,2023-05-18,64.28,154.05,75.32,28.71,4.96,159.82,29.76,47.92,17.26,155.53340358271865,Unhealthy
208,Paris,France,2023-04-17,29.02,113.23,9.64,43.22,8.79,103.58,8.41,74.67,2.13,93.89999999999999,Moderate
209,Paris,France,2023-10-17,126.39,188.12,70.48,17.84,9.75,150.32,1.24,72.93,2.71,187.60284510010538,Unhealthy
210,Mexico City,Mexico,2023-08-05,134.06,22.55,58.18,28.75,8.91,61.33,16.31,43.74,3.22,191.5631190727081,Unhealthy
211,Beijing,China,2023-12-16,58.77,193.29,7.16,18.05,9.11,181.85,6.05,88.84,6.59,152.68840885142257,Unhealthy
212,Cairo,Egypt,2023-07-12,44.2,196.44,65.15,5.46,6.78,168.6,33.83,77.45,4.0,122.42211055276383,Poor
213,New York,USA,2023-09-28,97.85,104.91,49.52,30.65,4.09,16.34,36.17,18.89,8.71,172.86670179135933,Unhealthy
214,London,UK,2023-03-15,32.5,120.35,66.92,30.19,2.35,58.27,9.17,83.43,19.83,93.90128755364807,Moderate
215,Rio de Janeiro,Brazil,2023-09-13,9.19,149.75,48.8,2.58,5.73,147.61,20.94,10.05,6.97,97.89646464646465,Moderate
216,Cairo,Egypt,2023-09-13,18.96,117.93,20.62,16.69,2.48,175.8,38.6,53.6,10.9,82.14717171717172,Moderate
217,Madrid,Spain,2023-09-26,34.86,174.02,35.9,21.55,8.48,150.28,4.65,94.97,10.23,110.4139393939394,Poor
218,Mumbai,India,2023-07-18,59.78,118.64,27.66,1.68,8.25,130.26,4.61,22.35,17.07,153.20990516332984,Unhealthy
219,Mumbai,India,2023-04-02,137.45,139.03,9.83,32.12,7.98,39.71,22.13,18.63,7.13,193.31348788198102,Unhealthy
220,Beijing,China,2023-03-19,109.78,72.46,27.85,49.74,7.07,139.46,23.69,38.35,12.52,179.02655426765017,Unhealthy
221,Seoul,South Korea,2023-02-17,28.18,197.72,49.18,23.61,2.71,82.08,13.33,17.1,11.44,122.14424242424242,Poor
222,Seoul,South Korea,2023-08-08,133.79,22.29,38.98,17.58,8.77,188.07,7.61,16.7,2.49,191.42370916754479,Unhealthy
223,Moscow,Russia,2023-12-26,132.65,90.85,96.31,39.33,2.99,150.38,-7.38,60.54,17.06,190.8350895679663,Unhealthy
224,Madrid,Spain,2023-06-26,55.22,135.61,63.23,29.75,1.29,18.18,30.88,87.69,13.32,149.556783919598,Poor
225,Rio de Janeiro,Brazil,2023-07-02,112.08,25.86,19.5,28.71,2.53,96.31,15.39,19.3,9.53,180.2141201264489,Unhealthy
226,Paris,France,2023-05-05,63.83,172.59,56.33,11.24,2.26,23.46,3.51,38.24,1.16,155.30105374077976,Unhealthy
227,Sydney,Australia,2023-12-21,44.22,104.34,46.21,14.72,2.77,163.22,36.26,18.34,14.58,122.47135678391959,Poor
228,Mumbai,India,2023-02-12,24.74,118.36,74.05,10.81,0.7,188.08,19.58,67.09,8.58,82.36,Moderate
229,Los Angeles,USA,2023-07-14,91.36,86.19,8.6,5.24,9.75,185.79,-9.6,80.93,10.8,169.51570073761854,Unhealthy
230,Moscow,Russia,2023-09-25,121.88,178.08,64.42,11.73,0.89,142.32,-7.89,62.05,13.29,185.27418335089567,Unhealthy
231,Mexico City,Mexico,2023-07-24,142.16,39.07,17.62,41.16,9.62,159.59,-1.57,25.73,16.75,195.74541622760802,Unhealthy
232,Paris,France,2023-04-05,117.72,17.67,11.46,17.26,1.15,184.73,29.23,25.24,0.92,183.12623814541624,Unhealthy
233,New York,USA,2023-07-24,39.86,161.82,9.06,32.29,6.91,20.38,-7.53,72.87,15.04,111.7356783919598,Poor
234,Dubai,UAE,2023-10-07,64.81,46.01,11.56,12.42,3.56,69.44,35.25,87.89,11.97,155.80706006322444,Unhealthy
235,Mumbai,India,2023-06-10,77.87,147.55,89.94,48.73,3.73,148.15,13.93,72.03,16.94,162.55036880927292,Unhealthy
236,Tokyo,Japan,2023-04-20,129.55,184.47,85.63,18.96,8.47,106.4,3.11,99.65,2.04,189.23445732349842,Unhealthy
237,Toronto,Canada,2023-08-01,50.26,83.32,95.44,25.87,3.68,194.54,-1.52,72.95,7.44,137.34371859296482,Poor
238,Cairo,Egypt,2023-03-10,134.42,25.39,34.99,13.78,3.53,57.99,16.12,19.22,5.24,191.7489989462592,Unhealthy
239,Berlin,Germany,2023-04-13,76.54,66.49,91.41,17.36,8.7,195.81,0.35,87.23,13.46,161.863645943098,Unhealthy
240,Dubai,UAE,2023-12-06,115.11,193.78,51.06,2.2,9.09,81.3,15.82,81.05,17.3,181.77860906217072,Unhealthy
241,Dubai,UAE,2023-05-06,59.32,106.9,44.65,4.54,6.86,154.56,0.5,91.68,6.26,152.97239199157008,Unhealthy
242,Mexico City,Mexico,2023-06-10,28.37,87.84,72.75,45.88,0.89,72.12,35.64,93.95,1.52,85.2158798283262,Moderate
243,Madrid,Spain,2023-10-02,92.76,113.05,20.41,28.73,3.92,44.37,-9.67,34.16,3.62,170.2385669125395,Unhealthy
244,Rio de Janeiro,Brazil,2023-01-18,136.26,179.46,90.66,2.91,8.01,119.83,31.65,97.2,18.17,192.6990516332982,Unhealthy
245,Johannesburg,South Africa,2023-10-11,25.83,126.58,23.74,37.54,0.7,137.68,0.16,79.09,14.11,86.42848484848486,Moderate
246,New York,USA,2023-05-18,62.7,184.21,28.35,33.44,0.32,44.15,27.59,29.4,1.37,154.71759747102212,Unhealthy
247,Mumbai,India,2023-09-10,92.5,119.5,75.74,5.59,9.29,148.59,-1.85,74.31,2.31,170.10432033719707,Unhealthy
248,Rio de Janeiro,Brazil,2023-09-23,139.36,103.33,92.92,22.79,5.69,18.84,32.55,98.3,7.39,194.29968387776609,Unhealthy
249,Mumbai,India,2023-01-23,103.6,195.23,29.6,39.41,0.42,66.51,22.86,99.51,13.05,175.83561643835617,Unhealthy
250,London,UK,2023-06-24,40.51,163.2,15.05,41.03,4.21,61.99,-6.46,96.65,12.5,113.3361809045226,Poor
251,Dubai,UAE,2023-06-17,80.09,98.01,25.86,6.46,4.24,84.81,32.02,97.54,16.79,163.69662802950475,Unhealthy
252,Moscow,Russia,2023-03-04,51.69,106.89,89.04,23.04,1.24,116.55,21.02,62.98,2.09,140.864824120603,Poor
253,Moscow,Russia,2023-11-19,123.46,49.77,84.0,32.36,1.94,95.78,4.75,88.64,18.11,186.0899894625922,Unhealthy
254,Rio de Janeiro,Brazil,2023-03-09,104.04,92.3,39.22,1.18,3.63,74.04,9.58,22.33,6.72,176.06280295047418,Unhealthy
255,Paris,France,2023-05-14,23.94,199.28,40.93,12.68,7.11,132.45,28.42,38.81,17.54,122.91636363636364,Poor
256,Seoul,South Korea,2023-04-11,108.09,195.37,54.9,12.47,8.09,33.01,-7.28,21.63,11.53,178.15395152792414,Unhealthy
257,Dubai,UAE,2023-11-08,148.59,132.63,70.44,9.3,4.61,184.46,6.54,98.51,13.32,199.06543730242362,Unhealthy
258,Madrid,Spain,2023-04-20,61.47,152.85,81.37,37.38,5.94,122.03,-3.2,60.92,19.07,154.08250790305584,Unhealthy
259,Berlin,Germany,2023-10-17,17.25,38.93,79.62,31.98,1.79,150.52,-4.74,27.21,13.45,78.2908695652174,Moderate
260,Toronto,Canada,2023-06-24,116.29,138.25,29.89,23.58,2.59,122.17,14.93,78.81,8.21,182.38788198103268,Unhealthy
261,London,UK,2023-08-19,42.63,113.99,69.78,22.16,9.17,67.62,29.9,96.86,19.3,118.55628140703519,Poor
262,Istanbul,Turkey,2023-12-22,40.26,105.74,53.77,35.07,3.65,69.69,1.2,22.91,8.26,112.72060301507537,Poor
263,Sydney,Australia,2023-05-24,129.77,87.25,18.25,27.97,7.72,59.5,12.35,10.57,14.87,189.34805057955742,Unhealthy
264,Johannesburg,South Africa,2023-08-03,29.81,21.5,56.99,11.58,3.39,34.4,11.34,52.69,8.9,88.24420600858369,Moderate
265,Cairo,Egypt,2023-01-05,47.5,133.65,36.7,7.45,4.28,139.85,-7.5,23.66,2.68,130.54773869346735,Poor
266,Madrid,Spain,2023-08-12,66.09,81.75,22.31,4.5,6.9,198.9,14.75,88.54,11.28,156.46796628029506,Unhealthy
267,Beijing,China,2023-07-09,109.48,102.21,86.47,18.68,2.12,131.99,36.32,39.29,4.4,178.87165437302423,Unhealthy
268,Tokyo,Japan,2023-11-25,116.15,118.21,49.37,29.29,5.36,95.91,3.72,81.81,11.22,182.31559536354058,Unhealthy
269,Moscow,Russia,2023-05-28,13.3,162.17,22.24,23.28,7.66,19.06,35.67,47.69,18.08,104.54878787878788,Poor
270,Moscow,Russia,2023-03-07,122.52,47.12,77.33,25.2,9.58,28.04,24.53,10.28,6.16,185.604636459431,Unhealthy
271,Madrid,Spain,2023-02-06,122.52,112.07,9.64,7.58,7.47,117.47,29.4,54.14,6.07,185.604636459431,Unhealthy
272,Rio de Janeiro,Brazil,2023-03-15,75.74,189.58,20.16,32.53,9.07,84.74,37.34,48.14,12.54,161.45057955742888,Unhealthy
273,Tokyo,Japan,2023-03-06,132.81,27.49,49.59,47.89,8.11,140.67,-0.87,98.4,18.21,190.9177028451001,Unhealthy
274,Seoul,South Korea,2023-09-23,126.47,165.34,42.62,41.21,1.27,141.56,-4.34,74.56,11.2,187.6441517386723,Unhealthy
275,Madrid,Spain,2023-05-05,13.88,182.82,55.49,4.44,2.09,157.38,18.07,26.81,6.8,114.76949494949494,Poor
276,Cairo,Egypt,2023-05-02,48.09,140.61,55.62,26.39,5.62,141.66,6.05,38.62,5.49,132.00050251256283,Poor
277,New York,USA,2023-06-20,133.54,110.25,52.83,25.57,1.63,173.93,29.91,55.44,11.25,191.2946259220232,Unhealthy
278,Mumbai,India,2023-07-21,94.08,126.1,77.93,21.81,9.28,53.86,20.44,54.66,5.61,170.92012644889357,Unhealthy
279,Berlin,Germany,2023-05-27,131.72,145.02,95.36,39.67,4.45,87.13,11.54,42.47,8.69,190.35489989462593,Unhealthy
280,Tokyo,Japan,2023-07-07,32.87,18.04,48.42,36.44,3.13,47.07,20.31,91.2,4.82,94.67939914163091,Moderate
281,Mexico City,Mexico,2023-03-09,143.2,46.89,81.42,26.74,6.54,116.74,8.73,38.56,10.61,196.28240252897785,Unhealthy
282,Berlin,Germany,2023-01-10,51.71,179.58,84.74,28.87,9.79,145.21,17.89,96.7,4.2,140.9140703517588,Poor
283,Berlin,Germany,2023-11-08,43.41,80.0,91.0,3.36,6.48,75.13,-9.65,53.15,11.13,120.47688442211054,Poor
284,New York,USA,2023-03-19,59.49,123.85,29.42,32.76,7.44,143.69,7.67,67.01,13.93,153.06016859852477,Unhealthy
285,London,UK,2023-08-05,141.78,98.43,74.58,34.34,5.2,68.54,-2.6,10.56,19.89,195.54920969441517,Unhealthy
286,Paris,France,2023-11-06,63.69,151.02,43.17,45.08,7.95,192.52,24.81,52.86,18.09,155.22876712328767,Unhealthy
287,Beijing,China,2023-10-12,81.62,57.14,55.53,43.85,2.64,87.93,-0.94,52.72,17.88,164.48661749209694,Unhealthy
288,Paris,France,2023-11-22,14.43,99.46,92.05,32.84,3.16,171.43,16.66,70.61,2.85,91.53152173913043,Moderate
289,Istanbul,Turkey,2023-12-19,88.28,157.91,43.61,37.47,7.18,166.82,-7.55,16.11,3.72,167.92539515279242,Unhealthy
290,Istanbul,Turkey,2023-07-13,71.19,81.69,10.1,2.75,6.83,67.55,1.62,94.26,18.83,159.10126448893573,Unhealthy
291,Istanbul,Turkey,2023-03-21,143.27,63.45,68.99,3.53,5.04,93.61,14.19,43.15,11.79,196.31854583772392,Unhealthy
292,Toronto,Canada,2023-10-08,19.98,122.84,88.8,28.74,7.46,135.12,4.81,63.47,15.62,88.0695652173913,Moderate
293,Mumbai,India,2023-11-15,79.53,77.39,7.51,27.17,7.66,105.85,19.35,20.07,11.96,163.40748155953636,Unhealthy
294,Seoul,South Korea,2023-07-06,41.11,176.84,47.31,1.81,9.11,132.73,12.86,30.5,4.39,114.81356783919598,Poor
295,Mexico City,Mexico,2023-04-22,46.05,88.02,68.63,33.14,1.11,101.33,-8.1,98.98,12.47,126.97738693467336,Poor
296,Johannesburg,South Africa,2023-05-03,82.92,125.4,54.59,44.8,8.26,191.19,13.88,64.23,4.51,165.15785036880928,Unhealthy
297,Moscow,Russia,2023-10-09,65.97,162.15,6.38,34.95,7.25,51.22,-3.52,90.58,2.83,156.40600632244468,Unhealthy
298,Toronto,Canada,2023-05-11,110.66,18.04,62.19,35.74,3.11,108.47,-2.32,91.36,18.93,179.4809272918862,Unhealthy
299,Johannesburg,South Africa,2023-03-25,82.13,190.13,85.54,24.54,0.89,74.33,-3.25,61.09,6.43,164.749947312961,Unhealthy
300,London,UK,2023-03-15,48.81,116.57,25.95,16.45,9.35,74.22,19.61,88.45,13.69,133.77336683417087,Poor
301,Madrid,Spain,2023-10-19,9.73,154.34,45.91,34.14,1.62,152.4,37.25,64.83,4.7,48.77142857142857,Good
302,Berlin,Germany,2023-03-22,139.38,41.54,8.49,10.83,9.83,80.09,16.89,48.22,16.24,194.3100105374078,Unhealthy
303,London,UK,2023-05-26,93.51,165.89,82.64,38.35,2.25,58.48,-3.06,95.47,10.37,170.6258166491043,Unhealthy
304,Istanbul,Turkey,2023-06-08,139.73,110.38,24.97,18.57,5.19,143.6,-6.18,40.05,17.0,194.49072708113803,Unhealthy
305,Dubai,UAE,2023-05-24,90.17,124.95,82.16,29.57,1.2,193.41,37.69,90.58,3.37,168.90126448893574,Unhealthy
306,Moscow,Russia,2023-05-20,104.31,129.9,83.7,3.38,0.47,182.48,35.94,27.95,15.68,176.20221285563753,Unhealthy
307,Mumbai,India,2023-08-22,65.84,65.08,79.6,19.01,4.8,17.13,6.2,93.99,19.44,156.33888303477346,Unhealthy
308,Moscow,Russia,2023-07-24,93.6,153.25,75.34,37.16,6.86,23.78,6.88,46.77,12.55,170.6722866174921,Unhealthy
309,Beijing,China,2023-04-20,52.84,171.99,71.28,48.14,8.77,95.86,29.24,32.37,1.74,143.6964824120603,Poor
310,Paris,France,2023-03-19,31.45,114.1,11.36,41.03,4.44,40.72,37.81,46.3,1.94,91.69313304721031,Moderate
311,Madrid,Spain,2023-07-02,119.66,117.54,53.85,22.81,8.83,74.43,34.61,27.16,6.73,184.12792413066387,Unhealthy
312,Mexico City,Mexico,2023-01-24,147.48,64.07,50.3,35.28,7.34,33.51,23.48,71.97,17.8,198.4923076923077,Unhealthy
313,Madrid,Spain,2023-01-26,100.02,121.33,28.63,10.62,0.81,120.32,5.63,54.94,5.07,173.98714436248682,Unhealthy
314,Mumbai,India,2023-04-28,121.12,137.14,37.72,40.55,1.18,58.23,-8.02,84.34,9.02,184.88177028451003,Unhealthy
315,Madrid,Spain,2023-11-08,118.68,109.09,21.3,16.25,9.46,162.88,17.96,63.6,7.52,183.62191780821917,Unhealthy
316,Beijing,China,2023-10-18,9.03,29.68,20.78,19.39,3.34,138.19,13.18,29.0,6.15,37.95454545454545,Good
317,Berlin,Germany,2023-07-03,102.77,153.34,25.04,22.98,3.51,175.58,22.89,53.04,7.54,175.40706006322443,Unhealthy
318,New York,USA,2023-10-02,81.41,93.29,46.11,22.66,8.37,41.02,-9.9,69.25,9.06,164.3781875658588,Unhealthy
319,London,UK,2023-09-10,29.02,187.35,87.99,11.21,5.31,34.76,26.25,29.09,14.99,117.01161616161616,Poor
320,Toronto,Canada,2023-12-20,91.92,89.21,53.13,2.98,6.31,162.56,36.09,49.57,8.67,169.80484720758693,Unhealthy
321,Cairo,Egypt,2023-02-01,115.01,174.63,93.0,1.74,4.67,56.77,13.54,51.34,4.14,181.72697576396206,Unhealthy
322,Toronto,Canada,2023-03-07,107.07,177.08,81.49,28.35,2.09,135.43,1.88,14.18,7.15,177.627291886196,Unhealthy
323,Johannesburg,South Africa,2023-06-28,131.54,76.19,77.93,27.96,3.68,38.34,22.06,73.66,12.93,190.26195995785037,Unhealthy
324,Cairo,Egypt,2023-09-15,19.59,93.44,12.19,39.92,4.98,71.48,27.29,54.14,19.0,70.02585858585859,Moderate
325,Seoul,South Korea,2023-08-15,7.64,86.16,52.15,21.63,1.05,193.71,4.11,73.76,11.02,66.42262626262627,Moderate
326,Rio de Janeiro,Brazil,2023-04-18,38.7,177.83,85.32,10.82,2.22,40.78,7.3,41.44,2.42,112.29969696969698,Poor
327,Cairo,Egypt,2023-08-27,112.17,87.13,25.46,9.29,2.81,161.64,0.23,49.63,14.9,180.2605900948367,Unhealthy
328,Madrid,Spain,2023-01-05,106.48,111.0,34.87,20.99,2.8,125.03,18.63,90.28,13.17,177.322655426765,Unhealthy
329,Mexico City,Mexico,2023-07-19,15.09,49.57,86.4,36.26,9.78,87.19,31.62,41.36,11.7,105.73103448275862,Poor
330,Beijing,China,2023-02-16,119.84,143.8,22.69,31.04,9.26,131.1,4.09,79.86,6.26,184.2208640674394,Unhealthy
331,Istanbul,Turkey,2023-06-24,120.51,11.55,85.7,27.74,6.34,52.8,-9.3,18.54,7.16,184.5668071654373,Unhealthy
332,Los Angeles,USA,2023-10-15,20.32,178.06,91.45,37.8,8.85,76.06,4.6,58.77,17.02,112.41353535353535,Poor
333,Mexico City,Mexico,2023-10-12,32.45,41.55,84.85,33.23,3.97,111.66,12.92,17.47,4.3,93.7961373390558,Moderate
334,London,UK,2023-01-02,82.22,156.35,42.7,8.39,3.77,116.19,-4.56,50.17,9.79,164.7964172813488,Unhealthy
335,Beijing,China,2023-05-16,40.29,70.98,9.69,22.12,5.09,78.38,12.46,23.71,3.32,112.79447236180904,Poor
336,Dubai,UAE,2023-07-03,123.42,48.19,12.03,30.94,0.25,105.4,27.76,10.89,5.31,186.06933614330876,Unhealthy
337,Seoul,South Korea,2023-03-02,104.65,85.29,36.82,31.04,9.85,155.11,-1.34,38.14,19.59,176.3777660695469,Unhealthy
338,Istanbul,Turkey,2023-12-16,77.11,191.74,48.31,25.19,5.5,179.27,14.83,23.82,10.99,162.15795574288725,Unhealthy
339,Dubai,UAE,2023-04-25,137.86,178.08,48.76,26.13,6.74,95.32,15.84,81.13,14.63,193.52518440463646,Unhealthy
340,Sydney,Australia,2023-10-08,93.66,47.91,14.46,10.41,8.28,42.47,-7.24,52.27,11.64,170.70326659641728,Unhealthy
341,Sydney,Australia,2023-01-25,125.84,108.39,30.63,43.15,7.6,100.72,16.03,18.46,17.43,187.31886195995787,Unhealthy
342,Mexico City,Mexico,2023-10-28,98.42,172.82,81.2,29.13,1.65,151.28,11.74,89.99,18.62,173.16101159114857,Unhealthy
343,New York,USA,2023-03-04,100.4,186.78,17.46,22.49,8.64,92.78,22.45,62.51,12.63,174.18335089567967,Unhealthy
344,Madrid,Spain,2023-10-19,33.28,92.39,88.34,16.19,6.05,58.78,21.75,21.27,1.02,95.54163090128756,Moderate
345,Los Angeles,USA,2023-10-19,146.22,174.35,60.6,17.3,4.14,86.69,10.66,45.7,3.71,197.84172813487882,Unhealthy
346,Dubai,UAE,2023-02-14,134.3,115.32,51.76,46.93,4.05,71.78,11.82,68.4,3.09,191.68703898840886,Unhealthy
347,Rio de Janeiro,Brazil,2023-05-24,21.04,71.34,78.42,4.72,2.54,13.91,7.97,49.31,17.75,77.01260869565218,Moderate
348,Toronto,Canada,2023-08-26,13.18,123.15,24.65,7.57,6.33,191.07,2.2,74.18,9.33,84.73080808080809,Moderate
349,Mexico City,Mexico,2023-04-16,91.4,35.64,26.59,25.62,5.11,51.49,26.08,53.83,10.21,169.536354056902,Unhealthy
350,Beijing,China,2023-02-22,148.41,95.89,77.67,5.78,6.04,127.57,12.31,24.82,8.98,198.97249736564805,Unhealthy
351,Mumbai,India,2023-10-17,73.95,47.48,73.92,25.2,5.56,98.36,20.99,51.44,8.35,160.52634351949422,Unhealthy
352,Istanbul,Turkey,2023-12-03,127.65,162.89,22.74,32.14,5.13,174.77,33.9,45.26,6.29,188.25342465753425,Unhealthy
353,New York,USA,2023-01-10,87.55,32.16,87.89,3.87,2.75,134.39,1.33,38.89,15.87,167.54847207586934,Unhealthy
354,Los Angeles,USA,2023-07-26,102.98,73.84,79.54,1.04,7.2,105.39,15.01,60.17,7.34,175.5154899894626,Unhealthy
355,Moscow,Russia,2023-12-07,26.18,191.37,44.6,26.09,2.59,179.89,36.96,57.32,0.71,119.00131313131314,Poor
356,Bangkok,Thailand,2023-02-21,13.69,48.5,85.73,8.74,0.45,91.07,33.68,85.95,18.21,84.79934782608697,Moderate
357,Tokyo,Japan,2023-12-08,127.96,198.73,20.24,26.81,7.17,81.47,36.6,17.89,10.78,188.41348788198104,Unhealthy
358,London,UK,2023-02-28,45.44,151.17,22.87,7.54,8.07,27.12,27.04,11.97,6.65,125.4753768844221,Poor
359,Cairo,Egypt,2023-01-02,107.46,164.4,44.53,31.09,6.61,132.94,17.45,30.31,4.66,177.8286617492097,Unhealthy
360,Paris,France,2023-12-01,96.25,74.56,65.79,41.95,3.4,22.0,29.74,99.03,10.31,172.04056902002108,Unhealthy
361,Mumbai,India,2023-04-09,129.91,55.89,54.35,42.13,5.56,91.93,-3.78,31.54,17.33,189.42033719704952,Unhealthy
362,Toronto,Canada,2023-04-18,33.74,10.8,16.44,18.7,0.94,191.87,26.78,86.2,8.5,96.50901287553648,Moderate
363,London,UK,2023-05-12,77.24,32.46,97.91,36.42,1.4,45.33,34.42,19.01,13.45,162.22507903055848,Unhealthy
364,Dubai,UAE,2023-09-09,24.52,156.19,78.02,3.05,9.45,67.55,33.97,98.13,19.47,101.5889898989899,Poor
365,Cairo,Egypt,2023-09-13,107.97,80.0,80.94,25.25,9.18,164.66,7.21,77.43,4.7,178.09199157007376,Unhealthy
366,Berlin,Germany,2023-08-16,119.03,121.14,54.72,23.88,4.27,162.09,21.01,54.83,2.27,183.80263435194942,Unhealthy
367,Mumbai,India,2023-02-25,8.44,32.02,42.87,38.19,5.53,162.81,2.72,68.97,2.04,61.300000000000004,Moderate
368,Istanbul,Turkey,2023-10-11,69.91,171.14,11.43,6.84,0.93,157.09,12.91,84.79,1.02,158.4403582718651,Unhealthy
369,Paris,France,2023-08-14,120.0,10.31,13.1,46.87,8.07,28.91,17.61,29.25,5.49,184.30347734457325,Unhealthy
370,Cairo,Egypt,2023-02-20,125.3,21.58,11.92,28.9,1.56,127.38,1.78,19.97,3.01,187.04004214963118,Unhealthy
371,Dubai,UAE,2023-01-27,42.49,62.03,20.43,38.84,9.63,120.12,20.65,84.38,0.55,118.21155778894473,Poor
372,Cairo,Egypt,2023-04-14,12.07,113.82,88.86,11.18,3.53,168.86,2.36,97.66,10.33,88.13347826086957,Moderate
373,Beijing,China,2023-06-28,15.21,61.69,25.52,7.1,9.32,97.07,8.9,66.31,14.03,99.2,Moderate
374,Dubai,UAE,2023-11-21,67.67,53.85,33.07,10.24,3.18,142.55,13.01,16.02,16.5,157.28377239199156,Unhealthy
375,Mexico City,Mexico,2023-07-20,121.2,100.07,11.22,5.96,5.81,121.3,29.93,22.78,16.07,184.92307692307693,Unhealthy
376,Madrid,Spain,2023-05-21,39.71,16.58,45.52,28.64,9.35,104.47,-9.22,83.88,17.96,111.36633165829146,Poor
377,Bangkok,Thailand,2023-06-12,138.07,89.03,92.42,32.11,3.38,161.93,28.64,58.47,15.21,193.6336143308746,Unhealthy
378,Mexico City,Mexico,2023-02-05,39.37,172.09,34.06,30.2,2.36,169.41,26.04,81.06,14.0,110.52914572864321,Poor
379,Johannesburg,South Africa,2023-08-18,89.86,37.91,82.54,46.68,8.74,131.3,2.36,85.65,8.7,168.74120126448895,Unhealthy
380,Berlin,Germany,2023-08-14,63.07,56.55,93.13,39.39,3.83,43.07,0.39,40.12,19.12,154.9086406743941,Unhealthy
381,Bangkok,Thailand,2023-06-14,143.85,59.99,70.1,48.94,4.05,20.33,6.97,78.93,18.62,196.61801896733402,Unhealthy
382,Rio de Janeiro,Brazil,2023-11-19,30.04,166.92,18.86,10.33,2.14,143.79,-2.73,50.77,16.72,106.89979797979797,Poor
383,Seoul,South Korea,2023-11-26,144.52,65.53,27.82,44.11,8.64,196.66,10.53,91.31,6.4,196.96396206533194,Unhealthy
384,Cairo,Egypt,2023-04-22,105.24,65.32,45.71,5.06,0.73,125.34,30.66,44.56,4.47,176.68240252897786,Unhealthy
385,Rio de Janeiro,Brazil,2023-06-22,7.69,85.79,65.19,25.65,5.28,152.2,-6.64,26.04,11.89,66.23949494949495,Moderate
386,Mumbai,India,2023-04-07,21.66,142.5,60.19,11.8,2.1,172.24,17.67,90.82,19.15,94.3080808080808,Moderate
387,Mexico City,Mexico,2023-08-23,121.19,125.36,61.06,43.64,0.69,68.53,17.47,67.07,5.09,184.91791359325606,Unhealthy
388,Berlin,Germany,2023-08-16,87.42,77.09,75.26,12.51,1.76,10.16,34.06,21.2,15.43,167.4813487881981,Unhealthy
389,Madrid,Spain,2023-09-25,11.16,96.86,23.28,38.72,2.5,103.93,25.82,76.1,1.99,71.71858585858585,Moderate
390,Dubai,UAE,2023-09-02,51.15,14.27,50.73,11.48,9.35,68.79,8.83,63.41,6.76,139.535175879397,Poor
391,London,UK,2023-01-25,78.28,158.09,83.92,21.8,6.51,103.83,24.43,19.53,3.34,162.76206533192834,Unhealthy
392,Mumbai,India,2023-10-02,95.61,38.19,41.1,48.97,2.33,171.31,-0.88,14.22,11.04,171.7101159114858,Unhealthy
393,Bangkok,Thailand,2023-02-05,141.95,73.75,88.56,44.03,6.58,134.26,18.86,46.68,8.35,195.63698630136986,Unhealthy
394,Seoul,South Korea,2023-03-12,147.56,112.17,36.68,8.6,0.32,72.22,21.53,34.25,11.88,198.5336143308746,Unhealthy
395,Istanbul,Turkey,2023-09-22,128.06,111.64,45.84,44.35,9.57,165.87,-5.78,22.24,7.6,188.46512118018967,Unhealthy
396,Beijing,China,2023-10-07,142.61,131.62,29.35,19.91,1.54,133.4,8.26,99.44,2.27,195.9777660695469,Unhealthy
397,Mexico City,Mexico,2023-04-14,139.33,122.49,27.6,18.05,2.72,27.44,20.03,54.05,15.27,194.2841938883035,Unhealthy
398,Istanbul,Turkey,2023-03-20,95.92,140.66,75.18,49.24,1.43,109.06,-9.51,49.98,17.17,171.87017913593257,Unhealthy
399,Tokyo,Japan,2023-03-11,53.69,44.13,56.05,28.28,4.87,169.75,4.18,51.01,3.75,145.7894472361809,Poor
400,Toronto,Canada,2023-09-24,62.72,60.19,11.34,46.97,8.75,139.0,15.72,69.77,12.08,154.72792413066387,Unhealthy
401,Seoul,South Korea,2023-07-15,124.13,45.26,71.55,2.55,8.56,193.09,32.24,80.62,13.47,186.4359325605901,Unhealthy
402,Tokyo,Japan,2023-10-04,76.26,48.14,34.97,25.3,2.89,172.58,36.93,15.89,2.61,161.7190727081138,Unhealthy
