City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category
Mumbai,India,2023-02-12,24.74,118.36,74.05,10.81,0.7,188.08,19.58,67.09,8.58,237,Dangerous
Los Angeles,USA,2023-07-14,91.36,86.19,8.6,5.24,9.75,185.79,-9.6,80.93,10.8,365,Dangerous
Moscow,Russia,2023-09-25,121.88,178.08,64.42,11.73,0.89,142.32,-7.89,62.05,13.29,488,Dangerous
Mexico City,Mexico,2023-07-24,142.16,39.07,17.62,41.16,9.62,159.59,-1.57,25.73,16.75,569,Dangerous
Paris,France,2023-04-05,117.72,17.67,11.46,17.26,1.15,184.73,29.23,25.24,0.92,471,Dangerous
New York,USA,2023-07-24,39.86,161.82,9.06,32.29,6.91,20.38,-7.53,72.87,15.04,324,Dangerous
Dubai,UAE,2023-10-07,64.81,46.01,11.56,12.42,3.56,69.44,35.25,87.89,11.97,259,Dangerous
Mumbai,India,2023-06-10,77.87,147.55,89.94,48.73,3.73,148.15,13.93,72.03,16.94,311,Dangerous
Tokyo,Japan,2023-04-20,129.55,184.47,85.63,18.96,8.47,106.4,3.11,99.65,2.04,518,Dangerous
Toronto,Canada,2023-08-01,50.26,83.32,95.44,25.87,3.68,194.54,-1.52,72.95,7.44,201,Dangerous
Cairo,Egypt,2023-03-10,134.42,25.39,34.99,13.78,3.53,57.99,16.12,19.22,5.24,538,Dangerous
Berlin,Germany,2023-04-13,76.54,66.49,91.41,17.36,8.7,195.81,0.35,87.23,13.46,306,Dangerous
Dubai,UAE,2023-12-06,115.11,193.78,51.06,2.2,9.09,81.3,15.82,81.05,17.3,460,Dangerous
Dubai,UAE,2023-05-06,59.32,106.9,44.65,4.54,6.86,154.56,0.5,91.68,6.26,237,Dangerous
Mexico City,Mexico,2023-06-10,28.37,87.84,72.75,45.88,0.89,72.12,35.64,93.95,1.52,176,Dangerous
Madrid,Spain,2023-10-02,92.76,113.05,20.41,28.73,3.92,44.37,-9.67,34.16,3.62,371,Dangerous
Rio de Janeiro,Brazil,2023-01-18,136.26,179.46,90.66,2.91,8.01,119.83,31.65,97.2,18.17,545,Dangerous
Johannesburg,South Africa,2023-10-11,25.83,126.58,23.74,37.54,0.7,137.68,0.16,79.09,14.11,253,Dangerous
New York,USA,2023-05-18,62.7,184.21,28.35,33.44,0.32,44.15,27.59,29.4,1.37,368,Dangerous
Mumbai,India,2023-09-10,92.5,119.5,75.74,5.59,9.29,148.59,-1.85,74.31,2.31,370,Dangerous
Rio de Janeiro,Brazil,2023-09-23,139.36,103.33,92.92,22.79,5.69,18.84,32.55,98.3,7.39,557,Dangerous
Mumbai,India,2023-01-23,103.6,195.23,29.6,39.41,0.42,66.51,22.86,99.51,13.05,414,Dangerous
London,UK,2023-06-24,40.51,163.2,15.05,41.03,4.21,61.99,-6.46,96.65,12.5,326,Dangerous
Dubai,UAE,2023-06-17,80.09,98.01,25.86,6.46,4.24,84.81,32.02,97.54,16.79,320,Dangerous
Moscow,Russia,2023-03-04,51.69,106.89,89.04,23.04,1.24,116.55,21.02,62.98,2.09,214,Dangerous
Moscow,Russia,2023-11-19,123.46,49.77,84.0,32.36,1.94,95.78,4.75,88.64,18.11,494,Dangerous
Rio de Janeiro,Brazil,2023-03-09,104.04,92.3,39.22,1.18,3.63,74.04,9.58,22.33,6.72,416,Dangerous
Paris,France,2023-05-14,23.94,199.28,40.93,12.68,7.11,132.45,28.42,38.81,17.54,399,Dangerous
Seoul,South Korea,2023-04-11,108.09,195.37,54.9,12.47,8.09,33.01,-7.28,21.63,11.53,432,Dangerous
Dubai,UAE,2023-11-08,148.59,132.63,70.44,9.3,4.61,184.46,6.54,98.51,13.32,594,Dangerous
Madrid,Spain,2023-04-20,61.47,152.85,81.37,37.38,5.94,122.03,-3.2,60.92,19.07,306,Dangerous
Berlin,Germany,2023-10-17,17.25,38.93,79.62,31.98,1.79,150.52,-4.74,27.21,13.45,78,Poor
Toronto,Canada,2023-06-24,116.29,138.25,29.89,23.58,2.59,122.17,14.93,78.81,8.21,465,Dangerous
London,UK,2023-08-19,42.63,113.99,69.78,22.16,9.17,67.62,29.9,96.86,19.3,228,Dangerous
Istanbul,Turkey,2023-12-22,40.26,105.74,53.77,35.07,3.65,69.69,1.2,22.91,8.26,211,Dangerous
Sydney,Australia,2023-05-24,129.77,87.25,18.25,27.97,7.72,59.5,12.35,10.57,14.87,519,Dangerous
Johannesburg,South Africa,2023-08-03,29.81,21.5,56.99,11.58,3.39,34.4,11.34,52.69,8.9,119,Unhealthy
Cairo,Egypt,2023-01-05,47.5,133.65,36.7,7.45,4.28,139.85,-7.5,23.66,2.68,267,Dangerous
Madrid,Spain,2023-08-12,66.09,81.75,22.31,4.5,6.9,198.9,14.75,88.54,11.28,264,Dangerous
Beijing,China,2023-07-09,109.48,102.21,86.47,18.68,2.12,131.99,36.32,39.29,4.4,438,Dangerous
Tokyo,Japan,2023-11-25,116.15,118.21,49.37,29.29,5.36,95.91,3.72,81.81,11.22,465,Dangerous
Moscow,Russia,2023-05-28,13.3,162.17,22.24,23.28,7.66,19.06,35.67,47.69,18.08,324,Dangerous
Moscow,Russia,2023-03-07,122.52,47.12,77.33,25.2,9.58,28.04,24.53,10.28,6.16,490,Dangerous
Madrid,Spain,2023-02-06,122.52,112.07,9.64,7.58,7.47,117.47,29.4,54.14,6.07,490,Dangerous
Rio de Janeiro,Brazil,2023-03-15,75.74,189.58,20.16,32.53,9.07,84.74,37.34,48.14,12.54,379,Dangerous
Tokyo,Japan,2023-03-06,132.81,27.49,49.59,47.89,8.11,140.67,-0.87,98.4,18.21,531,Dangerous
Seoul,South Korea,2023-09-23,126.47,165.34,42.62,41.21,1.27,141.56,-4.34,74.56,11.2,506,Dangerous
Madrid,Spain,2023-05-05,13.88,182.82,55.49,4.44,2.09,157.38,18.07,26.81,6.8,366,Dangerous
Cairo,Egypt,2023-05-02,48.09,140.61,55.62,26.39,5.62,141.66,6.05,38.62,5.49,281,Dangerous
New York,USA,2023-06-20,133.54,110.25,52.83,25.57,1.63,173.93,29.91,55.44,11.25,534,Dangerous
Mumbai,India,2023-07-21,94.08,126.1,77.93,21.81,9.28,53.86,20.44,54.66,5.61,376,Dangerous
Berlin,Germany,2023-05-27,131.72,145.02,95.36,39.67,4.45,87.13,11.54,42.47,8.69,527,Dangerous
Tokyo,Japan,2023-07-07,32.87,18.04,48.42,36.44,3.13,47.07,20.31,91.2,4.82,131,Unhealthy
Mexico City,Mexico,2023-03-09,143.2,46.89,81.42,26.74,6.54,116.74,8.73,38.56,10.61,573,Dangerous
Berlin,Germany,2023-01-10,51.71,179.58,84.74,28.87,9.79,145.21,17.89,96.7,4.2,359,Dangerous
Berlin,Germany,2023-11-08,43.41,80.0,91.0,3.36,6.48,75.13,-9.65,53.15,11.13,174,Dangerous
New York,USA,2023-03-19,59.49,123.85,29.42,32.76,7.44,143.69,7.67,67.01,13.93,248,Dangerous
London,UK,2023-08-05,141.78,98.43,74.58,34.34,5.2,68.54,-2.6,10.56,19.89,567,Dangerous
Paris,France,2023-11-06,63.69,151.02,43.17,45.08,7.95,192.52,24.81,52.86,18.09,302,Dangerous
Beijing,China,2023-10-12,81.62,57.14,55.53,43.85,2.64,87.93,-0.94,52.72,17.88,326,Dangerous
Paris,France,2023-11-22,14.43,99.46,92.05,32.84,3.16,171.43,16.66,70.61,2.85,199,Dangerous
Istanbul,Turkey,2023-12-19,88.28,157.91,43.61,37.47,7.18,166.82,-7.55,16.11,3.72,353,Dangerous
Istanbul,Turkey,2023-07-13,71.19,81.69,10.1,2.75,6.83,67.55,1.62,94.26,18.83,285,Dangerous
Istanbul,Turkey,2023-03-21,143.27,63.45,68.99,3.53,5.04,93.61,14.19,43.15,11.79,573,Dangerous
Toronto,Canada,2023-10-08,19.98,122.84,88.8,28.74,7.46,135.12,4.81,63.47,15.62,246,Dangerous
Mumbai,India,2023-11-15,79.53,77.39,7.51,27.17,7.66,105.85,19.35,20.07,11.96,318,Dangerous
Seoul,South Korea,2023-07-06,41.11,176.84,47.31,1.81,9.11,132.73,12.86,30.5,4.39,354,Dangerous
Mexico City,Mexico,2023-04-22,46.05,88.02,68.63,33.14,1.11,101.33,-8.1,98.98,12.47,184,Dangerous
Johannesburg,South Africa,2023-05-03,82.92,125.4,54.59,44.8,8.26,191.19,13.88,64.23,4.51,332,Dangerous
Moscow,Russia,2023-10-09,65.97,162.15,6.38,34.95,7.25,51.22,-3.52,90.58,2.83,324,Dangerous
Toronto,Canada,2023-05-11,110.66,18.04,62.19,35.74,3.11,108.47,-2.32,91.36,18.93,443,Dangerous
Johannesburg,South Africa,2023-03-25,82.13,190.13,85.54,24.54,0.89,74.33,-3.25,61.09,6.43,380,Dangerous
London,UK,2023-03-15,48.81,116.57,25.95,16.45,9.35,74.22,19.61,88.45,13.69,233,Dangerous
Madrid,Spain,2023-10-19,9.73,154.34,45.91,34.14,1.62,152.4,37.25,64.83,4.7,309,Dangerous
Berlin,Germany,2023-03-22,139.38,41.54,8.49,10.83,9.83,80.09,16.89,48.22,16.24,558,Dangerous
London,UK,2023-05-26,93.51,165.89,82.64,38.35,2.25,58.48,-3.06,95.47,10.37,374,Dangerous
Istanbul,Turkey,2023-06-08,139.73,110.38,24.97,18.57,5.19,143.6,-6.18,40.05,17.0,559,Dangerous
Dubai,UAE,2023-05-24,90.17,124.95,82.16,29.57,1.2,193.41,37.69,90.58,3.37,361,Dangerous
Moscow,Russia,2023-05-20,104.31,129.9,83.7,3.38,0.47,182.48,35.94,27.95,15.68,417,Dangerous
Mumbai,India,2023-08-22,65.84,65.08,79.6,19.01,4.8,17.13,6.2,93.99,19.44,263,Dangerous
Moscow,Russia,2023-07-24,93.6,153.25,75.34,37.16,6.86,23.78,6.88,46.77,12.55,374,Dangerous
Beijing,China,2023-04-20,52.84,171.99,71.28,48.14,8.77,95.86,29.24,32.37,1.74,344,Dangerous
Paris,France,2023-03-19,31.45,114.1,11.36,41.03,4.44,40.72,37.81,46.3,1.94,228,Dangerous
Madrid,Spain,2023-07-02,119.66,117.54,53.85,22.81,8.83,74.43,34.61,27.16,6.73,479,Dangerous
Mexico City,Mexico,2023-01-24,147.48,64.07,50.3,35.28,7.34,33.51,23.48,71.97,17.8,590,Dangerous
Madrid,Spain,2023-01-26,100.02,121.33,28.63,10.62,0.81,120.32,5.63,54.94,5.07,400,Dangerous
Mumbai,India,2023-04-28,121.12,137.14,37.72,40.55,1.18,58.23,-8.02,84.34,9.02,484,Dangerous
Madrid,Spain,2023-11-08,118.68,109.09,21.3,16.25,9.46,162.88,17.96,63.6,7.52,475,Dangerous
Beijing,China,2023-10-18,9.03,29.68,20.78,19.39,3.34,138.19,13.18,29.0,6.15,59,Moderate
Berlin,Germany,2023-07-03,102.77,153.34,25.04,22.98,3.51,175.58,22.89,53.04,7.54,411,Dangerous
New York,USA,2023-10-02,81.41,93.29,46.11,22.66,8.37,41.02,-9.9,69.25,9.06,326,Dangerous
London,UK,2023-09-10,29.02,187.35,87.99,11.21,5.31,34.76,26.25,29.09,14.99,375,Dangerous
Toronto,Canada,2023-12-20,91.92,89.21,53.13,2.98,6.31,162.56,36.09,49.57,8.67,368,Dangerous
Cairo,Egypt,2023-02-01,115.01,174.63,93.0,1.74,4.67,56.77,13.54,51.34,4.14,460,Dangerous
Toronto,Canada,2023-03-07,107.07,177.08,81.49,28.35,2.09,135.43,1.88,14.18,7.15,428,Dangerous
Johannesburg,South Africa,2023-06-28,131.54,76.19,77.93,27.96,3.68,38.34,22.06,73.66,12.93,526,Dangerous
Cairo,Egypt,2023-09-15,19.59,93.44,12.19,39.92,4.98,71.48,27.29,54.14,19.0,187,Dangerous
Seoul,South Korea,2023-08-15,7.64,86.16,52.15,21.63,1.05,193.71,4.11,73.76,11.02,172,Dangerous
Rio de Janeiro,Brazil,2023-04-18,38.7,177.83,85.32,10.82,2.22,40.78,7.3,41.44,2.42,356,Dangerous
Cairo,Egypt,2023-08-27,112.17,87.13,25.46,9.29,2.81,161.64,0.23,49.63,14.9,449,Dangerous
Madrid,Spain,2023-01-05,106.48,111.0,34.87,20.99,2.8,125.03,18.63,90.28,13.17,426,Dangerous
Mexico City,Mexico,2023-07-19,15.09,49.57,86.4,36.26,9.78,87.19,31.62,41.36,11.7,99,Poor
Beijing,China,2023-02-16,119.84,143.8,22.69,31.04,9.26,131.1,4.09,79.86,6.26,479,Dangerous
Istanbul,Turkey,2023-06-24,120.51,11.55,85.7,27.74,6.34,52.8,-9.3,18.54,7.16,482,Dangerous
Los Angeles,USA,2023-10-15,20.32,178.06,91.45,37.8,8.85,76.06,4.6,58.77,17.02,356,Dangerous
Mexico City,Mexico,2023-10-12,32.45,41.55,84.85,33.23,3.97,111.66,12.92,17.47,4.3,130,Unhealthy
London,UK,2023-01-02,82.22,156.35,42.7,8.39,3.77,116.19,-4.56,50.17,9.79,329,Dangerous
Beijing,China,2023-05-16,40.29,70.98,9.69,22.12,5.09,78.38,12.46,23.71,3.32,161,Dangerous
Dubai,UAE,2023-07-03,123.42,48.19,12.03,30.94,0.25,105.4,27.76,10.89,5.31,494,Dangerous
Seoul,South Korea,2023-03-02,104.65,85.29,36.82,31.04,9.85,155.11,-1.34,38.14,19.59,419,Dangerous
Istanbul,Turkey,2023-12-16,77.11,191.74,48.31,25.19,5.5,179.27,14.83,23.82,10.99,383,Dangerous
Dubai,UAE,2023-04-25,137.86,178.08,48.76,26.13,6.74,95.32,15.84,81.13,14.63,551,Dangerous
Sydney,Australia,2023-10-08,93.66,47.91,14.46,10.41,8.28,42.47,-7.24,52.27,11.64,375,Dangerous
Sydney,Australia,2023-01-25,125.84,108.39,30.63,43.15,7.6,100.72,16.03,18.46,17.43,503,Dangerous
Mexico City,Mexico,2023-10-28,98.42,172.82,81.2,29.13,1.65,151.28,11.74,89.99,18.62,394,Dangerous
New York,USA,2023-03-04,100.4,186.78,17.46,22.49,8.64,92.78,22.45,62.51,12.63,402,Dangerous
Madrid,Spain,2023-10-19,33.28,92.39,88.34,16.19,6.05,58.78,21.75,21.27,1.02,185,Dangerous
Los Angeles,USA,2023-10-19,146.22,174.35,60.6,17.3,4.14,86.69,10.66,45.7,3.71,585,Dangerous
Dubai,UAE,2023-02-14,134.3,115.32,51.76,46.93,4.05,71.78,11.82,68.4,3.09,537,Dangerous
Rio de Janeiro,Brazil,2023-05-24,21.04,71.34,78.42,4.72,2.54,13.91,7.97,49.31,17.75,143,Unhealthy
Toronto,Canada,2023-08-26,13.18,123.15,24.65,7.57,6.33,191.07,2.2,74.18,9.33,246,Dangerous
Mexico City,Mexico,2023-04-16,91.4,35.64,26.59,25.62,5.11,51.49,26.08,53.83,10.21,366,Dangerous
Beijing,China,2023-02-22,148.41,95.89,77.67,5.78,6.04,127.57,12.31,24.82,8.98,594,Dangerous
Mumbai,India,2023-10-17,73.95,47.48,73.92,25.2,5.56,98.36,20.99,51.44,8.35,296,Dangerous
Istanbul,Turkey,2023-12-03,127.65,162.89,22.74,32.14,5.13,174.77,33.9,45.26,6.29,511,Dangerous
New York,USA,2023-01-10,87.55,32.16,87.89,3.87,2.75,134.39,1.33,38.89,15.87,350,Dangerous
Los Angeles,USA,2023-07-26,102.98,73.84,79.54,1.04,7.2,105.39,15.01,60.17,7.34,412,Dangerous
Moscow,Russia,2023-12-07,26.18,191.37,44.6,26.09,2.59,179.89,36.96,57.32,0.71,383,Dangerous
Bangkok,Thailand,2023-02-21,13.69,48.5,85.73,8.74,0.45,91.07,33.68,85.95,18.21,97,Poor
Tokyo,Japan,2023-12-08,127.96,198.73,20.24,26.81,7.17,81.47,36.6,17.89,10.78,512,Dangerous
London,UK,2023-02-28,45.44,151.17,22.87,7.54,8.07,27.12,27.04,11.97,6.65,302,Dangerous
Cairo,Egypt,2023-01-02,107.46,164.4,44.53,31.09,6.61,132.94,17.45,30.31,4.66,430,Dangerous
Paris,France,2023-12-01,96.25,74.56,65.79,41.95,3.4,22.0,29.74,99.03,10.31,385,Dangerous
Mumbai,India,2023-04-09,129.91,55.89,54.35,42.13,5.56,91.93,-3.78,31.54,17.33,520,Dangerous
Toronto,Canada,2023-04-18,33.74,10.8,16.44,18.7,0.94,191.87,26.78,86.2,8.5,135,Unhealthy
London,UK,2023-05-12,77.24,32.46,97.91,36.42,1.4,45.33,34.42,19.01,13.45,309,Dangerous
Dubai,UAE,2023-09-09,24.52,156.19,78.02,3.05,9.45,67.55,33.97,98.13,19.47,312,Dangerous
Cairo,Egypt,2023-09-13,107.97,80.0,80.94,25.25,9.18,164.66,7.21,77.43,4.7,432,Dangerous
Berlin,Germany,2023-08-16,119.03,121.14,54.72,23.88,4.27,162.09,21.01,54.83,2.27,476,Dangerous
Mumbai,India,2023-02-25,8.44,32.02,42.87,38.19,5.53,162.81,2.72,68.97,2.04,64,Moderate
Istanbul,Turkey,2023-10-11,69.91,171.14,11.43,6.84,0.93,157.09,12.91,84.79,1.02,342,Dangerous
Paris,France,2023-08-14,120.0,10.31,13.1,46.87,8.07,28.91,17.61,29.25,5.49,480,Dangerous
Cairo,Egypt,2023-02-20,125.3,21.58,11.92,28.9,1.56,127.38,1.78,19.97,3.01,501,Dangerous
Dubai,UAE,2023-01-27,42.49,62.03,20.43,38.84,9.63,120.12,20.65,84.38,0.55,170,Dangerous
Cairo,Egypt,2023-04-14,12.07,113.82,88.86,11.18,3.53,168.86,2.36,97.66,10.33,228,Dangerous
Beijing,China,2023-06-28,15.21,61.69,25.52,7.1,9.32,97.07,8.9,66.31,14.03,123,Unhealthy
Dubai,UAE,2023-11-21,67.67,53.85,33.07,10.24,3.18,142.55,13.01,16.02,16.5,271,Dangerous
Mexico City,Mexico,2023-07-20,121.2,100.07,11.22,5.96,5.81,121.3,29.93,22.78,16.07,485,Dangerous
Madrid,Spain,2023-05-21,39.71,16.58,45.52,28.64,9.35,104.47,-9.22,83.88,17.96,159,Dangerous
Bangkok,Thailand,2023-06-12,138.07,89.03,92.42,32.11,3.38,161.93,28.64,58.47,15.21,552,Dangerous
Mexico City,Mexico,2023-02-05,39.37,172.09,34.06,30.2,2.36,169.41,26.04,81.06,14.0,344,Dangerous
Johannesburg,South Africa,2023-08-18,89.86,37.91,82.54,46.68,8.74,131.3,2.36,85.65,8.7,359,Dangerous
Berlin,Germany,2023-08-14,63.07,56.55,93.13,39.39,3.83,43.07,0.39,40.12,19.12,252,Dangerous
Bangkok,Thailand,2023-06-14,143.85,59.99,70.1,48.94,4.05,20.33,6.97,78.93,18.62,575,Dangerous
Rio de Janeiro,Brazil,2023-11-19,30.04,166.92,18.86,10.33,2.14,143.79,-2.73,50.77,16.72,334,Dangerous
Seoul,South Korea,2023-11-26,144.52,65.53,27.82,44.11,8.64,196.66,10.53,91.31,6.4,578,Dangerous
Cairo,Egypt,2023-04-22,105.24,65.32,45.71,5.06,0.73,125.34,30.66,44.56,4.47,421,Dangerous
Rio de Janeiro,Brazil,2023-06-22,7.69,85.79,65.19,25.65,5.28,152.2,-6.64,26.04,11.89,172,Dangerous
Mumbai,India,2023-04-07,21.66,142.5,60.19,11.8,2.1,172.24,17.67,90.82,19.15,285,Dangerous
Mexico City,Mexico,2023-08-23,121.19,125.36,61.06,43.64,0.69,68.53,17.47,67.07,5.09,485,Dangerous
Berlin,Germany,2023-08-16,87.42,77.09,75.26,12.51,1.76,10.16,34.06,21.2,15.43,350,Dangerous
Madrid,Spain,2023-09-25,11.16,96.86,23.28,38.72,2.5,103.93,25.82,76.1,1.99,194,Dangerous
Dubai,UAE,2023-09-02,51.15,14.27,50.73,11.48,9.35,68.79,8.83,63.41,6.76,205,Dangerous
London,UK,2023-01-25,78.28,158.09,83.92,21.8,6.51,103.83,24.43,19.53,3.34,316,Dangerous
Mumbai,India,2023-10-02,95.61,38.19,41.1,48.97,2.33,171.31,-0.88,14.22,11.04,382,Dangerous
Bangkok,Thailand,2023-02-05,141.95,73.75,88.56,44.03,6.58,134.26,18.86,46.68,8.35,568,Dangerous
Seoul,South Korea,2023-03-12,147.56,112.17,36.68,8.6,0.32,72.22,21.53,34.25,11.88,590,Dangerous
Istanbul,Turkey,2023-09-22,128.06,111.64,45.84,44.35,9.57,165.87,-5.78,22.24,7.6,512,Dangerous
Beijing,China,2023-10-07,142.61,131.62,29.35,19.91,1.54,133.4,8.26,99.44,2.27,570,Dangerous
Mexico City,Mexico,2023-04-14,139.33,122.49,27.6,18.05,2.72,27.44,20.03,54.05,15.27,557,Dangerous
Istanbul,Turkey,2023-03-20,95.92,140.66,75.18,49.24,1.43,109.06,-9.51,49.98,17.17,384,Dangerous
Tokyo,Japan,2023-03-11,53.69,44.13,56.05,28.28,4.87,169.75,4.18,51.01,3.75,215,Dangerous
Toronto,Canada,2023-09-24,62.72,60.19,11.34,46.97,8.75,139.0,15.72,69.77,12.08,251,Dangerous
Seoul,South Korea,2023-07-15,124.13,45.26,71.55,2.55,8.56,193.09,32.24,80.62,13.47,497,Dangerous
Tokyo,Japan,2023-10-04,76.26,48.14,34.97,25.3,2.89,172.58,36.93,15.89,2.61,305,Dangerous
Toronto,Canada,2023-09-13,134.0,85.84,45.02,1.69,1.25,192.53,-0.96,11.59,6.96,536,Dangerous
Paris,France,2023-02-01,133.74,49.38,52.17,6.13,3.64,72.92,4.34,57.85,13.67,535,Dangerous
London,UK,2023-02-22,144.47,59.22,77.94,32.81,6.73,64.49,15.4,51.2,16.57,578,Dangerous
Paris,France,2023-09-12,8.87,171.94,17.43,26.28,0.37,29.85,6.88,28.37,7.27,344,Dangerous
Bangkok,Thailand,2023-08-23,146.81,135.84,88.29,49.44,9.14,50.05,-1.24,81.3,5.9,587,Dangerous
Bangkok,Thailand,2023-10-12,81.25,104.86,33.63,13.23,9.15,101.42,-4.31,31.62,8.9,325,Dangerous
New York,USA,2023-03-03,132.84,185.21,88.41,12.47,4.72,11.82,22.82,13.68,5.73,531,Dangerous
Beijing,China,2023-07-24,26.2,85.27,46.19,46.17,7.66,79.97,25.51,60.6,14.18,171,Dangerous
Seoul,South Korea,2023-05-06,60.0,77.03,12.64,25.32,4.83,34.23,2.61,13.42,6.47,240,Dangerous
Rio de Janeiro,Brazil,2023-08-27,103.55,61.16,83.82,1.03,1.21,95.06,29.34,97.0,15.82,414,Dangerous
Berlin,Germany,2023-05-01,98.81,137.68,76.57,21.23,5.37,73.29,10.73,83.81,3.54,395,Dangerous
Dubai,UAE,2023-08-28,69.32,46.74,44.64,9.83,9.72,10.25,-0.46,78.57,16.26,277,Dangerous
Los Angeles,USA,2023-07-26,104.12,98.54,89.21,1.44,9.95,155.96,35.52,18.87,15.39,416,Dangerous
Paris,France,2023-12-28,135.56,174.24,25.3,10.39,9.91,83.55,37.43,33.23,14.16,542,Dangerous
Istanbul,Turkey,2023-05-28,57.52,82.96,36.22,20.05,5.73,101.99,-3.26,50.26,6.14,230,Dangerous
Toronto,Canada,2023-06-06,56.76,18.4,12.13,12.55,8.82,45.18,31.25,42.24,2.96,227,Dangerous
Johannesburg,South Africa,2023-01-25,126.95,185.35,58.91,5.92,0.3,177.85,26.08,95.03,8.31,508,Dangerous
Los Angeles,USA,2023-12-27,91.67,29.27,69.35,20.1,4.86,86.04,31.46,96.55,6.38,367,Dangerous
Cairo,Egypt,2023-02-04,33.36,22.58,29.7,20.55,7.8,181.23,4.1,17.64,17.7,133,Unhealthy
London,UK,2023-12-19,33.39,49.35,23.19,48.73,3.5,146.6,27.95,58.46,17.28,134,Unhealthy
Rio de Janeiro,Brazil,2023-03-19,22.38,116.77,17.94,8.36,5.38,156.14,18.79,39.97,12.65,234,Dangerous
Dubai,UAE,2023-05-17,133.26,36.86,96.92,20.59,2.69,55.17,7.95,17.55,14.44,533,Dangerous
Mexico City,Mexico,2023-12-11,92.4,29.51,93.48,25.21,2.06,168.89,-1.6,51.87,13.58,370,Dangerous
Mumbai,India,2023-06-15,51.61,61.59,42.6,30.9,1.3,193.39,5.86,49.18,2.75,206,Dangerous
Rio de Janeiro,Brazil,2023-06-16,19.65,180.43,73.26,43.14,4.1,147.83,24.88,72.37,15.79,361,Dangerous
Johannesburg,South Africa,2023-05-10,55.61,47.81,53.83,2.83,0.1,123.76,3.48,25.53,5.24,222,Dangerous
Seoul,South Korea,2023-07-08,120.57,89.65,82.43,5.55,7.07,92.15,2.33,32.26,1.6,482,Dangerous
Istanbul,Turkey,2023-06-25,107.48,150.16,19.54,33.89,9.75,115.68,-9.45,73.93,17.83,430,Dangerous
Berlin,Germany,2023-01-27,58.89,147.43,35.32,2.15,7.56,58.4,20.16,16.26,18.05,295,Dangerous
Moscow,Russia,2023-04-14,42.65,79.05,98.69,43.01,3.4,21.49,-1.12,12.75,3.56,171,Dangerous
Mexico City,Mexico,2023-07-06,65.37,107.61,21.2,8.48,7.43,102.78,10.0,36.5,14.04,261,Dangerous
New York,USA,2023-10-24,114.83,42.06,86.84,40.33,2.25,175.32,2.34,20.85,19.47,459,Dangerous
Los Angeles,USA,2023-04-16,149.69,129.42,50.7,44.87,4.44,158.03,15.95,68.28,12.39,599,Dangerous
Mumbai,India,2023-04-08,46.13,95.71,73.05,36.4,1.26,95.94,-6.06,46.11,3.94,191,Dangerous
Toronto,Canada,2023-06-21,38.13,99.29,16.23,37.56,0.62,78.66,34.1,53.59,12.04,199,Dangerous
Tokyo,Japan,2023-07-22,67.11,24.33,87.21,24.89,0.51,62.7,7.92,70.13,13.63,268,Dangerous
New York,USA,2023-10-27,44.68,115.3,19.72,21.85,6.4,69.14,30.47,77.9,17.17,231,Dangerous
Mexico City,Mexico,2023-05-27,80.42,159.02,26.14,41.38,3.01,47.17,26.27,72.54,13.05,322,Dangerous
Sydney,Australia,2023-06-28,111.66,100.86,23.85,4.11,2.38,100.4,-5.66,84.78,9.94,447,Dangerous
Los Angeles,USA,2023-04-08,15.32,149.32,62.67,40.89,8.81,182.97,2.85,14.72,15.27,299,Dangerous
Istanbul,Turkey,2023-12-14,18.34,82.79,58.84,40.72,0.65,86.07,7.45,87.32,5.72,166,Dangerous
Seoul,South Korea,2023-09-20,86.64,139.05,35.36,26.36,5.56,103.57,3.37,35.87,15.53,347,Dangerous
Mumbai,India,2023-06-07,47.7,109.37,15.81,26.87,4.06,101.61,25.4,66.63,18.14,219,Dangerous
Istanbul,Turkey,2023-04-10,64.92,35.92,92.27,16.2,6.0,147.32,35.24,88.74,6.1,260,Dangerous
Los Angeles,USA,2023-08-06,56.48,65.96,95.14,10.92,3.53,176.13,14.23,82.8,5.37,226,Dangerous
Cairo,Egypt,2023-05-11,107.74,176.28,36.82,25.72,9.85,58.04,30.01,19.72,17.7,431,Dangerous
Moscow,Russia,2023-09-23,80.38,176.91,53.37,43.65,5.54,86.82,31.1,29.43,8.63,354,Dangerous
Seoul,South Korea,2023-04-07,36.19,194.51,83.11,19.86,8.57,193.13,-5.76,24.66,16.56,389,Dangerous
Paris,France,2023-11-19,145.52,133.21,29.8,30.52,5.94,104.51,2.24,97.01,16.09,582,Dangerous
Madrid,Spain,2023-04-21,135.18,36.57,51.95,2.64,8.73,140.09,-4.58,30.2,5.75,541,Dangerous
Cairo,Egypt,2023-10-14,138.24,112.62,97.93,6.17,8.59,123.52,-0.86,47.2,16.67,553,Dangerous
Beijing,China,2023-11-28,141.15,124.72,21.95,14.04,4.18,56.75,24.82,43.54,17.23,565,Dangerous
New York,USA,2023-12-13,18.64,81.09,13.37,45.23,8.33,47.83,-0.01,92.4,0.8,162,Dangerous
Toronto,Canada,2023-12-03,30.81,127.12,83.87,40.11,0.85,101.96,38.88,86.68,4.32,254,Dangerous
Paris,France,2023-11-24,48.22,67.88,7.54,22.66,3.92,48.72,37.46,57.31,13.06,193,Dangerous
